Place,Reviewer Name,Reviewer Link,Reviewer Image,Rating,Date,Text,Photos,Likes Count
Muktinath Temple,Nickace Buzzlightyear,https://www.google.com/maps/contrib/105593709235963434837/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVVXwWSJgvs1GsBFUu76rydNTWnszq5MJ_JzbXw9hmXUFQdAI0=w36-h36-p-rp-mo-ba6-br100,4,3 weeks ago,"Мцктеиатн मुक्तिनाथ

Muktinath Temple, a sacred site for both Hindus and Buddhists, is located in the Mustang district of Nepal at an altitude of 3,710 meters in the Himalayan range. Known as ""Mukti Kshetra,"" meaning ""place of liberation,"" it is a revered pilgrimage destination attracting devotees from Nepal, India, and beyond. The temple is dedicated to Lord Vishnu in Hindu tradition and Avalokiteshvara in Buddhist belief, symbolizing a unique confluence of religious harmony.

The temple’s architecture is modest yet spiritually significant, with a pagoda-style structure surrounded by breathtaking landscapes of the Annapurna mountain range. A key feature of Muktinath is the 108 sacred water spouts shaped like bulls’ heads, known as ""Muktidhara."" Pilgrims bathe under these spouts, believing it cleanses them of sins. Adjacent to the temple is the eternal flame, or ""Jwala Mai,"" fueled by natural gas, a phenomenon held sacred by both faiths.

Accessible via a challenging trek or helicopter ride, the journey to Muktinath is considered a part of the pilgrimage. The area is also rich in cultural significance, with monasteries, prayer wheels, and stone-carved deities adding to its spiritual aura. The nearby Kali Gandaki River is renowned for Shaligram stones, considered manifestations of Lord Vishnu. The temple operates year-round, though the peak season is from March to October.","https://lh5.googleusercontent.com/p/AF1QipOzUYg5sdDywRDSHIV6xGv8jtzEc4qgKFaDNfGc=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNwyNCkJDfVFWl2fx4JhH9zGq2ERSh3fMCmhW1a=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPd6T_0nrqddlTbrenecDWPLb1C3mTmNp5McH6R=w300-h225-p-k-no",1
Muktinath Temple,Sagar Sherpa,https://www.google.com/maps/contrib/105680227032390835907/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXx7ihh522uwoEfbR1HhPd3UCDu6z9SZL7Bs2afw0tzXaW-j5Av=w36-h36-p-rp-mo-ba4-br100,5,2 weeks ago,"Visit once, if you love nature's mesmerizing beauty. No religious barrier, I have  ever experienced in the Muktinath Temple.Holiest place in the World.","https://lh5.googleusercontent.com/p/AF1QipPFDKY1ro_KX7w3L-GDuB1ceIx_e5N38Bn9KbAQ=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNQbUvYEqc_-ldWqFiYZAFOkYFLKT9zJm7QwcP8=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPPCMrxC4cKIly1fPJFl9fOSH7gEOA_3sH4GCBo=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPJ4NSguOwlxOf0G0Z88NPMvLZ91mGU1bc5cYS9=w300-h225-p-k-no",0
kailashnath Mahadev Statue,Sampath D,https://www.google.com/maps/contrib/111041570123501979453/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocJGdFPWwVKhoFeJfKCy0CxtQSv7FvuRCqALWAbzdX008koch_qL=w36-h36-p-rp-mo-ba5-br100,5,3 months ago,"Visiting the Kailashnath Mahadev Statue is an awe-inspiring experience. Standing at 143 feet, it’s the world’s tallest Shiva statue and offers a breathtaking view of the surrounding hills and valleys.

The statue itself is a marvel of craftsmanship, and the peaceful atmosphere of the area adds to the spiritual vibe. The well-maintained grounds and beautiful surroundings make it a perfect spot for meditation or relaxation. It’s a great place to experience tranquility away from the bustle of Kathmandu. Highly recommend for both spiritual seekers and tourists.

It also has all 18 jyothir lingas as you climb up on stairs.","https://lh5.googleusercontent.com/p/AF1QipOgMDcEvM4O9muaw0qI7zCi27-6qpUnH75WJrbc=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOjHJ98OQPeM3X2jyjKy_724NB_CilnGS0PYNk4=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOhS8ziNLrgeIClMzvmnIEqxhu-QQUJhUyC86wz=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMWb2lNtV2SO1ovCaVTAEjO4KrxrxoOccojPxPo=w300-h225-p-k-no",0
kailashnath Mahadev Statue,sagar gyawali,https://www.google.com/maps/contrib/115919720041306571225/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVgy3eQiJc_MuQRi814s7SN2BO0fIQDz0r79wEue7nXkqFKw97EjA=w36-h36-p-rp-mo-ba6-br100,4,6 months ago,"The serene environment, stunning views, and the peaceful Garden create a perfect retreat from city life. The natural beauty and spiritual ambiance make it a must-visit. Highly recommended for a refreshing and calming experience.","https://lh5.googleusercontent.com/p/AF1QipNb5SGjnzgUXrybDUvvzYTFFXwVtClVPe-MVH9g=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM4lS3XvXlVfXKHIX_LUUQXaRZ_n8co3blLt_q8=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNuj7MS9VYkla-GZ6a0-SIXe5x-Nv-H5TmYu0Nb=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMaGt7HDaSZfBoWOSJhPbvfvzwT7aIo4Qx3qwFp=w300-h225-p-k-no",1
kailashnath Mahadev Statue,Jyoti Sahu,https://www.google.com/maps/contrib/107019535870949240626/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjW3-E7jtjFBmmbspWHKmMrA2ZbpVeHY8oWroUqaG4gd9EvUSPOHdg=w36-h36-p-rp-mo-ba4-br100,4,6 months ago,"It was a decent and spiritual place. Statue of lord shiva is 143ft long but the only problem is its entry way. The main entry leading to the temple has not been built yet it's earthen with undulation.
But temple and it's environment is good.","https://lh5.googleusercontent.com/p/AF1QipPswdJGFfNhBSxLi3tkbyi_rb4uNUc6sIiaZdo8=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPEWdVOsEvXP5j6Zvpqfhd4YPDZ4frik5yGjOgq=w300-h450-p-k-no",1
kailashnath Mahadev Statue,prasant paneru,https://www.google.com/maps/contrib/102667061627211427934/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjW-iibbbXx9KkXOHcfoKayB-4sNCI8Hi3ChcQ_KbiOwKM0xZWNJ=w36-h36-p-rp-mo-ba2-br100,5,3 days ago,"The place was beautiful, and the statue of Mahadev was very big and mesmerizing. Quite crowded in the holidays.","https://lh5.googleusercontent.com/p/AF1QipMClCEm0HvRrKeyUkdeK07hLfzDWNqdhOxo2b4_=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNIcnUcZo1ifp4LJAcjIOpZvHMph--a-XfSaofr=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOAVH6pz-8aWvlfWqLvQ3F4Q31LMxDJZL72byu1=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOL2xtXpRBO7p9DA4v9cb8MeXyAtE1Ods7LgzAp=w300-h225-p-k-no",0
kailashnath Mahadev Statue,Bimochan Chaudhary,https://www.google.com/maps/contrib/109889183364077873803/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVisikozjg1NZk0JwEykM5jWOxXGMM2FXWDaazDwswttsm2-o9v=w36-h36-p-rp-mo-ba3-br100,3,3 months ago,"Place is wonderful and refreshing 👍👍
There is needed to buy a ticket for entry
If you want to visit for relaxing
This is a nice place for your choice
You will not regret","https://lh5.googleusercontent.com/p/AF1QipPz_3Wgd_HWk1YnQGvByURKMeFk6FycVbcon6ka=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipO9qxcXA_B8uUfVFbCk1RpM9SwZqzpC31fs9Dhc=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipML6qGWfGlhLaqOSnUMiKFk-tlqTpSp-c6hYKJf=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipN7uD42buyyQT47FHhy8y4JOVLOv26q4D8PIeUb=w300-h225-p-k-no",0
kailashnath Mahadev Statue,umesh Yadav,https://www.google.com/maps/contrib/103398953153314935592/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjW6v6ieqV1n6Haf58tB6IgdGWGA0mGK0giNgf8hIQmWGBqt0Jo8_g=w36-h36-p-rp-mo-ba3-br100,5,4 months ago,Now it has been well established with pool and rooms on affordable prices.Nice n so nice to enjoy and put your mind on relax...just say Hara Hara Mahadev,"https://lh5.googleusercontent.com/p/AF1QipPhbUkjWV_IEjwOGOSvbhsvRnATUj9tm-PmDgCY=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOReoLWAlR8hCm-dgOtu3HbrPqdsupddkJIstYm=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipO5lQkZ50NOX0Wdj7V9Na9MK1YLF1hJUP-Kdluf=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPZ4XbiZgGKiQa0SK6XPaCnjfe0Pug8vv1JF2_3=w300-h225-p-k-no",0
kailashnath Mahadev Statue,Manish Kumar Singh,https://www.google.com/maps/contrib/107961509128257685059/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWFQVzBoocmJOmByGZDw8_pAt5CO4i6UfgJhkzOiGwMiGOwq7fw=w36-h36-p-rp-mo-ba6-br100,5,9 months ago,"Awesome place, huge statue of Lord Shiv on the top of the mountain. It is currently the fifth tallest Hindu deity statue. It is situated in Suryabinayak, Bhaktapur District in Nepal, about 20 km from Kathmandu. A must visit place. Devine 🙏","https://lh5.googleusercontent.com/p/AF1QipNS9eYGp_smGr_Hpe1excGDcwP2DeOQa6kmlTNG=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOlbwizKeQSzXvF1pkGYAFl34qDE2eKr34B07mt=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMuraAMaFJ457eBhgavhM_a1ZA4EJQ3HqafQuNP=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipO9iCuABF89k0q8B0RyNc_WaEi_DItpPLg1pR9T=w300-h225-p-k-no",0
kailashnath Mahadev Statue,SampurnA RAI (XRS3),https://www.google.com/maps/contrib/116881219105730403554/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjV4Pce9czTVFEYwF460BazesT7mYhVIlVP-CKAdhFj4gdiiOtgD=w36-h36-p-rp-mo-ba4-br100,4,5 months ago,"Kailashnath Mahadev Statue is the second tallest Shiva statue in the world. It is currently the fifth tallest Hindu deity statue. It is situated in Suryabinayak, Bhaktapur District in Nepal, about 20 km from Kathmandu. The statue is 143 feet in height and was made using copper, zinc, concrete, and steel

Designed to resemble images of the Hindu god, Shiva, and seen as a marvel of Nepalese engineering, the statue's construction began in 2003 and was completed in 2011. It was constructed mainly by Kamal Jain and ""Hilltake"", a company established in Nepal in 1992 which deals with products such as water tanks.","https://lh5.googleusercontent.com/p/AF1QipNn35fih8UEfzAEVmsIkoHoLKwfEyUY1oXZFduD=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNDZ_6WftFktqf5eJ_n98cWOmY0aKM6h5mF-WT1=w300-h450-p-k-no",0
Garden of Dreams ,Trishala Jain,https://www.google.com/maps/contrib/114131442588505850337/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocIPhTJOKFmAuWCxmKYYHUSEG26rb88b6BMpu4YASqqyWx68YA=w36-h36-p-rp-mo-ba6-br100,4,3 months ago,"Beautiful Austrian garden in the heart of Kathmandu.
Very crowded of course because of the number of people that come here for photoshoots.
Otherwise a very quiet, well maintained, clean and green garden. There is a cafe inside that is mostly empty. They have a tiny art gallery of sorts. The bar seemed to be permanently closed but would have been phenomenal if it was functional.
Every corner of the garden is beautiful, from the gates to the vases to the flowers to the lotus ponds, the canopy to the fountains.

Definitely a must visit if you're in Kathmandu.","https://lh5.googleusercontent.com/p/AF1QipPVFDvddRoZ_RHcJwqeajXR3qJpUb8j5wF8ArqU=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNSu0bIYzt6DZ7Yk8Kq4CkXh_U-YhT_HngTf1pP=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPR_Kljvf6VpluEgzJ-7Uj8f0pwwm4L9IVyXIQH=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOxmR_w5ycl5RxqJ3MacUNoFsHlEvaN0RQB5Ahi=w300-h225-p-k-no",0
Garden of Dreams ,Rifat Zabeen,https://www.google.com/maps/contrib/111952411343878451872/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWG-vainqPlXJpyWCFWz1c-pPfb4NxySWYMG-JcaqU0indtK6Iw=w36-h36-p-rp-mo-ba2-br100,5,a week ago,"A beautiful and serene garden. Loads to explore and there is eateries inside the compound. Great for photos, relaxing and enjoying nature.","https://lh5.googleusercontent.com/p/AF1QipMEd_lyTcvKvsnkeP9ZgnOXqAcRb4-eUl5WwlCY=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMwKbmiz1bRcEYn4i2s_VThMtWnmpv58cadqCzn=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM_Hx5S0b73Q1B5fsCAMyqJEBZRawQr-L92Pu7D=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipO8Z7ypfkbsHcxfghkJYO2NBa4D4rnfI5sfNfcI=w300-h225-p-k-no",0
Garden of Dreams ,upahaar limbu,https://www.google.com/maps/contrib/104540165637851873758/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjX0w4cxgwtFTF8XoR-Voh1VkYKhPMAq3zwuQDUBpxG4zqDLZB9j=w36-h36-p-rp-mo-ba4-br100,4,3 months ago,"The Garden of Dreams, located in Kathmandu, Nepal, is a stunning historical palace and garden complex that embodies the elegance of early 20th-century architecture and design.
As you enter, you're greeted by a beautifully landscaped garden that features meticulously maintained greenery, fragrant flowers, and tranquil ponds teeming with lotus blooms. The ambiance is incredibly inviting, making it an ideal escape from the hustle and bustle of the city. The pathways are lined with intricately designed pavilions and classical structures, showcasing a harmonious blend of European and Nepalese architectural styles. Each corner of the garden feels like a piece of art, evoking a sense of tranquility and peace.
This aesthetic beauty, combined with its rich history, makes the garden a perfect spot for leisurely strolls, contemplative moments, or even a quiet gathering with friends . Highly recommended for anyone visiting Kathmandu!","https://lh5.googleusercontent.com/p/AF1QipOuzFhHAN6ykwJN9XyGc7njyH6VxTDYcntbb8xD=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPOYo_OT1Q8qsrvSWUrQZmRhUfxNRZXHfp3f6dW=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPU2d2OfIFP6ccM6r5OhtekM8mI4RrT4FpJwtM2=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipO-JJEbM0NE0iPffdMyV1ojJaMEZjfQVWy5j7sD=w300-h225-p-k-no",0
Garden of Dreams ,Prabesh Gautam,https://www.google.com/maps/contrib/107186070378280778848/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWJ86Botz11GIqP3u3wjO89HGuxFW3iUM7JojXsbMcv1AIPw-h5=w36-h36-p-rp-mo-ba3-br100,4,5 months ago,Park for gathering and peace. The surrounding is beautiful with green plants and fountains which makes it a great place for passing the time and relaxing from any stress. Entry ticket is required for going inside and all. Chairs and cafe are available for the people who are interested in sitting and eating while enjoying the sites.,"https://lh5.googleusercontent.com/p/AF1QipOh46WHhJR0iQPyYjPMjDa4j0XGu74CLGfgvpA6=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMNT_e5Pbje9kbE9-oU6PtUIK8g09xzIxoc2XUY=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipO6T2IpqK25db6snZBjN5t9YGWPDM8tYl25ceuq=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMkZ8PetlrBAC2NV3WJTuNDEFSjcx_3ybva0ohq=w300-h225-p-k-no",0
Garden of Dreams ,Tejinder Singh,https://www.google.com/maps/contrib/103910883599568891908/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUlB0BiyVF2aWvKVXk9TBjotf5I4U7ARjymkX033mF52lrRnYqezQ=w36-h36-p-rp-mo-ba6-br100,5,3 weeks ago,"The Garden of Dreams, located in the heart of Kathmandu, Nepal, is a historic neo-classical garden that provides a serene escape from the bustling city. Here's a detailed review:

Highlights

1. Architecture & Design:

Built in the early 1920s, the garden showcases European-inspired design with lush landscaping, fountains, pergolas, and pavilions.

The six pavilions symbolize the six seasons of Nepal, adding cultural significance to the space.

2. Ambience:

Tranquil and well-maintained, it’s perfect for relaxation, reading, or simply enjoying nature.

The blend of history and greenery makes it ideal for both tourists and locals.

3. Amenities:

A cozy café and restaurant serve local and international cuisines.

Benches and open spaces make it family and picnic-friendly.

Informative plaques provide historical context.

4. Accessibility:

Located near Thamel, it’s easy to reach.

Entry fee is reasonable, but slightly higher for foreign visitors.

Pros:

Peaceful atmosphere amidst urban chaos.

Great for photography and unwinding.

Clean and well-maintained facilities.

Cons:

Small compared to some other major gardens.

Can get crowded on weekends and holidays.

Entry fees might seem high to budget travelers.

Ideal for:

Couples, solo travelers, and history enthusiasts.

Those seeking a break from Kathmandu's busy streets.

Overall: The Garden of Dreams is a must-visit for anyone looking to enjoy a slice of history and tranquility in Kathmandu. It offers a refreshing retreat and is perfect for spending a leisurely afternoon.","https://lh5.googleusercontent.com/p/AF1QipOIKeJxIxep2nftma_EaaBNT9fBPcsu8cNMZ27T=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOaASEmWs_ViOSRtT9aUsrybv09or86LG1E9Ahp=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOa80BtQVMdyu8CfkiGW5EKmc2vBwWPVXwnLL3C=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOoj7pXlfedlomMJUjyw9shIdlw8GxEN7J7G6Bz=w300-h225-p-k-no",0
Garden of Dreams ,Akash Kumar,https://www.google.com/maps/contrib/107445046318638169063/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVwJC28tMCX76kMrFluslLGto2rmlfcBUATwtW7mJqhvpwitXWdtA=w36-h36-p-rp-mo-ba7-br100,4,4 weeks ago,A very quiet and pleasant place to be in. Deshbhakti news of a very beautiful and quiet you can really set hair for a very long time. How 2 - 3 hours will pass and you will never ever realise it. You can give it a shot if you are looking to just relax and sit around and look at the beauty of nature and observe the surrounding.,"https://lh5.googleusercontent.com/p/AF1QipNTz6wJh4Mjlv67fh3mZtUnXlfyCjpu-nYJT1CX=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMYkQtIhgbXaqwMkBAc1LJQojVZlwMl99MDWmzV=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMqx5sZR83-PM-JMBJ94iBbQH3UWlFNNil_kEM5=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipORhqjVQjNFIvzPCo5sfN5_Wrmz9Qtmb7ajCRhB=w300-h225-p-k-no",0
Garden of Dreams ,Babak afshar ebrahimi,https://www.google.com/maps/contrib/112867850661941159012/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWUAlWF50bRwSvkEUVCC1ZB8Q4n3xzEeATOjCum_5HRMssfxWo=w36-h36-p-rp-mo-ba4-br100,5,2 weeks ago,"European style garden , well maintained and vibrant.
Noticing Omar Khayyam persian poem on the wall of this beautiful garden in Kathmandu Nepal was a nice surprise","https://lh5.googleusercontent.com/p/AF1QipP7LIGCDZrA3neBz-OFj00qXQN6Vv5r1hCdA7xL=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNfRfxiF7FljRqDopJCciixVGvHpz2OO8dT3gz0=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMMKkT8QEnz9mA5Sc6_gnm5k5f9sa4geUzyS8y4=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPawQnq-HBv-5Hg-Og9iJ2yt6uBPtyWjPCCaVT2=w300-h225-p-k-no",0
Garden of Dreams ,Moises Lemos,https://www.google.com/maps/contrib/108470123310522168554/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocIuHN95NZ5Bmvhrh87Ql56G0wP0G1NJH2kl8YgAnlxnmeJ9eX4=w36-h36-p-rp-mo-br100,5,a month ago,One of the few calm spaces in Kathmandu!. The garden is not particularly big but there are different places where you can sit and relax. Food was delicious and the staff was very attentive as well.,https://lh5.googleusercontent.com/p/AF1QipPecgUcqFUzsD-UkJ5Ob0FWbn3TWEtz1qgIjEXl=w600-h450-p-k-no,0
Doleshwar Mahadev Temple,Amit Maskara,https://www.google.com/maps/contrib/107198172873531117127/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXj-5SJE-7WctDJKKguvCfQq0sthkKrVT9pL1lcH1o_kayEDX5F=w36-h36-p-rp-mo-ba3-br100,5,2 weeks ago,"Great temple of Mahadev. The shivaling at this temple is said to contain the head while Badrinath temple contains the Torso of Rudra avatar himself.
Don't forget to visit the Apna Sathi human shelter next to the temple and donate to them as you wish. They care for and heal the destitute and sick. Service to the needy is service to Mahadev.","https://lh5.googleusercontent.com/p/AF1QipMeVa2J0aMsNk-BLueypMRtIG5ksn__Gyc6qiRy=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOa_g5NrLINbZzUvjkhHtndgZGVwoQTJ2J8j0gx=w300-h450-p-k-no",0
Doleshwar Mahadev Temple,Avishek Shrestha,https://www.google.com/maps/contrib/116447981359358419557/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVQZe7MR9_Y3vyIOyRBd2P8b22Iap-V76jpGtS74tuM-RomSa9m=w36-h36-p-rp-mo-ba6-br100,5,3 months ago,This holy jyotirling is the head of the kedarnath that is located in India. The temple of Lord Shiva has hills surrounding it. It is said that pandavas of Mahabharata tried to catch a bull but were only able to catch its tail and the head got separated. Pilgrims from all over Nepal and India come here to start their char dham and 12 jyotirlings. This place is the busiest around shrawan and teej.,"https://lh5.googleusercontent.com/p/AF1QipMIzQKdFLmTsl2Bo8KEBIyS085yyF8qEwBjx320=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPHmEOizYqPx2IvxS7D3F2wUwKxB4DC-i9RNSCn=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPRxBO--E1mO5JoqHhCAa0mYF3LRUiTuYcz1Lkf=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOdoIsshOLW1CkDsUIS4-5xRGJD1TUzeKb3EQe1=w300-h225-p-k-no",0
Doleshwar Mahadev Temple,Sampath D,https://www.google.com/maps/contrib/111041570123501979453/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocJGdFPWwVKhoFeJfKCy0CxtQSv7FvuRCqALWAbzdX008koch_qL=w36-h36-p-rp-mo-ba5-br100,5,3 months ago,"We visited the Doleshwar Mahadev Temple in Bhaktapur, Nepal during our Kailash trip.  It is a sacred site for Hindus and is considered to be the head of the Kedarnath Temple in Uttarakhand, India.  Wonderful way to start our Kailash journey from here🙏","https://lh5.googleusercontent.com/p/AF1QipOtjr6CxvCjVbbenazahQuRKrtI1ieu7BMsBtrP=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOj09Ln3ijtzFPEklsOUAf0gDgQhAuQnvl6OK-v=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPfOmoTu6ggA8JJSxw1in6S3_yTyDg3kZRAKRgJ=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPJm_fh_zw6qKQFG99yK2Izq6qTMATcL6yxQWfK=w300-h225-p-k-no",1
Doleshwar Mahadev Temple,Aviv Adhikari,https://www.google.com/maps/contrib/109355748105575043977/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWTBnWt-E7xYdYW202h_iRhWlrziHU5cFWETsdoNgxV9F1TGcON=w36-h36-p-rp-mo-ba5-br100,5,a week ago,"Considered as the head of the Great Lord Kedarnath, Doleshowar Mahadev is one of the holiest shiva pilgrim in the world. Located in outskirts of Bhaktapur, Doleshowr is a beutiful pagoda style temple decdicated to Lord Shiva.","https://lh5.googleusercontent.com/p/AF1QipOXANaHt7eEW92jNoBeYcUprQO9hBeoRDqz9l0e=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNOrmFelvBzWL5tKUXcDN-NPhMysPMeA0toJTLT=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPcDW0nvWtBFWgY3W-0rjkDHUL2n4B9ks0q8auc=w300-h225-p-k-no",0
Doleshwar Mahadev Temple,Dijesh Tandukar,https://www.google.com/maps/contrib/115788093042097107005/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVoDKnOYgVQfvmjwZarvHVf8fuvTE2MlPzaBaF7Ca8UN-AfE21Jdw=w36-h36-p-rp-mo-ba4-br100,5,4 months ago,"Been there for the first time today on the last monday of Shrawan. This place has a lot of importance historically and was filled woth devotees. Also, the surroundings of the temple periphery is simply great and could be a great place for getting away from the hustle and bustle of the city.","https://lh5.googleusercontent.com/p/AF1QipN2Wqs8tsP-DnTFSg1ek2Yx5wqCztdPA382ZjIb=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMSF1NLZVVhcGP4MekSxgQEmi4loegJBvUBiFxZ=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipN6rwqCBtmLyIMRBIbUISTzxYyGZsug15IOUVa6=w300-h225-p-k-no",1
Doleshwar Mahadev Temple,Akash Prajapati,https://www.google.com/maps/contrib/106713251241426094934/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXx9xNSBLegSlBCxmaP1Yzo6atB4IlwAMNceu5Xqv1OSVu-bjRU=w36-h36-p-rp-mo-ba5-br100,5,9 months ago,Told to be the head of Lord Kedarnath this places carries historical importance and now they are improving and constructing new temples and facities around... Must visit at least once in lifetime. Not too far from the city and if u want to escape busy crowd it has fancy resort around too..,"https://lh5.googleusercontent.com/p/AF1QipMMvCaTpMnswmAatW8qcQxJoFLw-eG5WqIxOGu5=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMrebzZ0jUkFBeMRB8WvAkaJHnrBWy8peGZ6V7k=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMPfidiUFOokPn5qFiKSnqzztGidfSe_QLSjnik=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNhMRRMfeeLGX64n9ZpgAGeuJqjGoWJ436Fz6dU=w300-h225-p-k-no",0
