,name,description,longitude,latitude,category,country
194,Mount Sanqingshan National Park,"<p>Mount Sanqingshan National Park, a 22,950 ha property located in the west of the Huyaiyu mountain range in the northeast of Jiangxi Province (in the east of central China) has been inscribed for its exceptional scenic quality, marked by the concentration of fantastically shaped pillars and peaks: 48 granite peaks and 89 granite pillars, many of which resemble human or animal silhouettes. The natural beauty of the 1,817 metre high Mount Huaiyu is further enhanced by the juxtaposition of granite features with the vegetation and particular meteorological conditions which make for an ever-changing and arresting landscape with bright halos on clouds and white rainbows. The area is subject to a combination of subtropical monsoonal and maritime influences and forms an island of temperate forest above the surrounding subtropical landscape. It also features forests and numerous waterfalls, some of them 60 metres in height, lakes and springs.</p>",118.0644444,28.91583333,Natural,China
195,Historic Monuments of Dengfeng in “The Centre of Heaven and Earth”,"<p>Mount Songshang is considered to be the central sacred mountain of China. At the foot of this 1500 metre high mountain, close to the city of Dengfeng in Henan province and spread over a 40 square-kilometre circle, stand eight clusters of buildings and sites, including three Han Que gates - remains of the oldest religious edifices in China -, temples, the Zhougong Sundial Platform and the Dengfeng Observatory. Constructed over the course of nine dynasties, these buildings are reflections of different ways of perceiving the centre of heaven and earth and the power of the mountain as a centre for religious devotion. The historical monuments of Dengfeng include some of the best examples of ancient Chinese buildings devoted to ritual, science, technology and education.</p>",113.0677194,34.45874722,Cultural,China
196,West Lake Cultural Landscape of Hangzhou,"<p>The West Lake Cultural Landscape of Hangzhou, comprising the West Lake and the hills surrounding its three sides, has inspired famous poets, scholars and artists since the 9th century. It comprises numerous temples, pagodas, pavilions, gardens and ornamental trees, as well as causeways and artificial islands. These additions have been made to improve the landscape west of the city of Hangzhou to the south of the Yangtze river.</p>
<p>The West Lake has influenced garden design in the rest of China as well as Japan and Korea over the centuries and bears an exceptional testimony to the cultural tradition of improving landscapes to create a series of vistas reflecting an idealised fusion between humans and nature.</p>
<p> </p>",120.1408333,30.2375,Cultural,China
197,China Danxia,"<p>China Danxia is the name given in China to landscapes developed on continental red terrigenous sedimentary beds influenced by endogenous forces (including uplift) and exogenous forces (including weathering and erosion). The inscribed site comprises six areas found in the sub-tropical zone of south-west China. They are characterized by spectacular red cliffs and a range of erosional landforms, including dramatic natural pillars, towers, ravines, valleys and waterfalls. These rugged landscapes have helped to conserve sub-tropical broad-leaved evergreen forests, and host many species of flora and fauna, about 400 of which are considered rare or threatened.</p>",106.0425,28.42194444,Natural,China
198,Chengjiang Fossil Site,"<p>A hilly 512&nbsp;ha site in Yunnan province, Chengjiang&rsquo;s fossils present the most complete record of an early Cambrian marine community with exceptionally preserved biota, displaying the anatomy of hard and soft tissues in a very wide variety of organisms, invertebrate and vertebrate. They record the early establishment of a complex marine ecosystem. The site documents at least sixteen phyla and a variety of enigmatic groups as well as about 196 species, presenting exceptional testimony to the rapid diversification of life on Earth 530&nbsp;million years ago, when almost all of today&rsquo;s major animal groups emerged. It opens a palaeobiological window of great significance to scholarship.</p>",102.9772222,24.66888889,Natural,China
199,Site of Xanadu,"<p>North of the Great Wall, the Site of Xanadu encompasses the remains of Kublai Khan&rsquo;s legendary capital city, designed by the Mongol ruler&rsquo;s Chinese advisor Liu Bingzhdong in 1256. Over a surface area of 25,000&nbsp;ha, the site was a unique attempt to assimilate the nomadic Mongolian and Han Chinese cultures. From this base, Kublai Khan established the Yuan dynasty that ruled China over a century, extending its boundaries across Asia. The religious debate that took place here resulted in the dissemination of Tibetan Buddhism over north-east Asia, a cultural and religious tradition still practised in many areas today. The site was planned according to traditional Chinese <em>feng shui</em> in relation to the nearby mountains and river. It features the remains of the city, including temples, palaces, tombs, nomadic encampments and the Tiefan&rsquo;gang Canal, along with other waterworks.</p>",116.1851278,42.358,Cultural,China
200,Xinjiang Tianshan,"<p>Xinjiang Tianshan comprises four components—Tomur, Kalajun-Kuerdening, Bayinbukuke and Bogda— that total 606,833 hectares. They are part of the Tianshan mountain system of Central Asia, one of the largest mountain ranges in the world. Xinjiang Tianshan presents unique physical geographic features and scenically beautiful areas including spectacular snow and snowy mountains glacier-capped peaks, undisturbed forests and meadows, clear rivers and lakes and red bed canyons. These landscapes contrast with the vast adjacent desert landscapes, creating a striking visual contrast between hot and cold environments, dry and wet, desolate and luxuriant. The landforms and ecosystems of the site have been preserved since the Pliocene epoch and present an outstanding example of ongoing biological and ecological evolutionary processes. The site also extends into the Taklimakan Desert, one of the world’s largest and highest deserts, known for its large dune forms and great dust storms. Xinjiang Tianshan is moreover an important habitat for endemic and relic flora species, some rare and endangered.</p>",80.35416667,41.96833333,Natural,China
201,The Grand Canal,"<p>The Grand Canal is a vast waterway system in the north-eastern and central-eastern plains of China, running from Beijing in the north to Zhejiang province in the south. Constructed in sections from the 5th century BC onwards, it was conceived as a unified means of communication for the Empire for the first time in the 7th century AD (Sui dynasty). This led to a series of gigantic construction sites, creating the world’s largest and most extensive civil engineering project prior to the Industrial Revolution. It formed the backbone of the Empire’s inland communication system, transporting grain and strategic raw materials, and supplying rice to feed the population. By the 13th century it consisted of more than 2,000 km of artificial waterways, linking five of China’s main river basins. It has played an important role in ensuring the country’s economic prosperity and stability and is still in use today as a major means of communication.</p>",112.4683333,34.69388889,Cultural,China
202,Tusi Sites,"<p>Located in the mountainous areas of south-west China, this property encompasses remains of several tribal domains whose chiefs were appointed by the central government as ‘Tusi’, hereditary rulers from the 13<sup>th</sup> to the early 20<sup>th</sup>century. The Tusi system arose from the ethnic minorities’ dynastic systems of government dating back to the 3<sup>rd</sup> century BCE. Its purpose was to unify national administration, while allowing ethnic minorities to retain their customs and way of life. The sites of Laosicheng, Tangya and Hailongtun Fortress that make up the site bear exceptional testimony to this form of governance, which derived from the Chinese civilization of the Yuan and Ming periods.</p>",109.9669444,28.99861111,Cultural,China
203,Zuojiang Huashan Rock Art Cultural Landscape,"<p>Located on the steep cliffs in the border regions of southwest China, these 38 sites of rock art illustrate the life and rituals of the Luoyue people. They date from the period around the 5th century BCE to the 2nd century CE. In a surrounding landscape of karst, rivers and plateaux, they depict ceremonies that have been interpreted as portraying the bronze drum culture once prevalent across southern China. This cultural landscape is the only remains of this culture today.</p>",107.0230556,22.25555556,Cultural,China
204,Hubei Shennongjia,"<p>Located in Hubei Province, in central-eastern China, the site consists of two components: Shennongding/Badong to the west and Laojunshan to the east. It protects the largest primary forests remaining in Central China and provides habitat for many rare animal species, such as the Chinese Giant Salamander, the Golden or Sichuan Snub-nosed Monkey, the Clouded Leopard, Common Leopard and the Asian Black Bear. Hubei Shennongjia is one of three centres of biodiversity in China. The site features prominently in the history of botanical research and was the object of international plant collecting expeditions in the 19th and 20th centuries. </p>",110.2077778,31.46972222,Natural,China
205,Qinghai Hoh Xil,"<p style=""text-align: left;"">Qinghai Hoh Xil, located in the northeastern extremity of the Qinghai-Tibetan Plateau, is the largest and highest plateau in the world. This extensive area of alpine mountains and steppe systems is situated more than 4,500 m above sea level, where sub-zero average temperatures prevail all year-round. The site’s geographical and climatic conditions have nurtured a unique biodiversity. More than one third of the plant species, and all the herbivorous mammals are endemic to the plateau. The property secures the complete migratory route of the Tibetan antelope, one of the endangered large mammals that are endemic to the plateau.</p>",92.43916667,35.38027778,Natural,China
206,"Kulangsu, a Historic International Settlement","<p>Kulangsu is a tiny island located on the estuary of the Chiu-lung River, facing the city of Xiamen. With the opening of a commercial port at Xiamen in 1843, and the establishment of the island as an international settlement in 1903, this island off the southern coast of the Chinese empire suddenly became an important window for Sino-foreign exchanges. Kulangsu is an exceptional example of the cultural fusion that emerged from these exchanges, which remain legible in its urban fabric. There is a mixture of different architectural styles including Traditional Southern Fujian Style, Western Classical Revival Style and Veranda Colonial Style. The most exceptional testimony of the fusion of various stylistic influences is a new architectural movement, the Amoy Deco Style, which is a synthesis of the Modernist style of the early 20th century and Art Deco.</p>",118.0619444,24.4475,Cultural,China
207,Fanjingshan,"<p>Located within the Wuling mountain range in Guizhou Province (south-west China), Fanjingshan ranges in altitude between 500 metres and 2,570 metres above sea level, favouring highly diverse types of vegetation and relief. It is an island of metamorphic rock in a sea of karst, home to many plant and animal species that originated in the Tertiary period, between 65 million and 2 million years ago. The property’s isolation has led to a high degree of biodiversity with endemic species, such as the Fanjingshan Fir (<em>Abies fanjingshanensis</em>) and the Guizhou Snub-nosed Monkey (<em>Rhinopithecus brelichi</em>), and endangered species, such as the Chinese Giant Salamander (<em>Andrias davidianus</em>), the Forest Musk Deer (<em>Moschus berezovskii</em>) and Reeve’s Pheasant (<em>Syrmaticus reevesii</em>). Fanjingshan has the largest and most contiguous primeval beech forest in the subtropical region.</p>",108.68,27.89555556,Natural,China
208,Quanzhou: Emporium of the World in Song-Yuan China,"The serial site of Quanzhou illustrates the city’s vibrancy as a maritime emporium during the Song and Yuan periods (10th - 14th centuries AD) and its interconnection with the Chinese hinterland. Quanzhou thrived during a highly significant period for maritime trade in Asia. The site encompasses religious buildings, including the 11th century AD Qingjing Mosque, one of the earliest Islamic edifices in China, Islamic tombs, and a wide range of archaeological remains: administrative buildings, stone docks that were important for commerce and defence, sites of ceramic and iron production, elements of the city’s transportation network, ancient bridges, pagodas, and inscriptions. Known as Zayton in Arabic and western texts of the 10th to 14th centuries AD.",118.4441667,24.71027778,Cultural,China
209,Archaeological Ruins of Liangzhu City,"<p>Located in the Yangtze River Basin on the south-eastern coast of the country, the archaeological ruins of Liangzhu (about 3,300-2,300 BCE) reveal an early regional state with a unified belief system based on rice cultivation in Late Neolithic China. The property is composed of four areas – the Area of Yaoshan Site, the Area of High-dam at the Mouth of the Valley, the Area of Low-dam on the Plain and the Area of City Site. These ruins are an outstanding example of early urban civilization expressed in earthen monuments, urban planning, a water conservation system and a social hierarchy expressed in differentiated burials in cemeteries within the property.</p>",119.9908333,30.39555556,Cultural,China
210,Migratory Bird Sanctuaries along the Coast of Yellow Sea-Bohai Gulf of China (Phase I),"<p>The property features an intertidal mudflat system considered to be the largest in the world. These mudflats, as well as marshes and shoals, are exceptionally productive and serve as growth areas for many species of fish and crustaceans. The intertidal areas of the Yellow Sea/Gulf of Bohai are of global importance for the gathering of many migratory bird species that use the East Asian-Australasian flyway. Large gatherings of birds, including some of the world's most endangered species, depend on the coastline as a stopover to moult, rest, winter or nest.</p>",121.0168139,32.93194444,Natural,China
211,Cultural Landscape of Old Tea Forests of the Jingmai Mountain in Pu’er,"Located on Jingmai Mountain in southwestern China, this cultural landscape was developed over a thousand years by the Blang and Dai peoples following practices that began in the 10th century. The property is a tea production area comprised of traditional villages within old tea groves surrounded by forests and tea plantations. The traditional understorey cultivation of old tea trees is a method that responds to the specific conditions of the mountain’s ecosystem and subtropical monsoon climate, combined with a governance system maintained by the local Indigenous communities. Traditional ceremonies and festivities relate to the Tea Ancestor belief that spirits live in the tea plantations and in the local fauna and flora, a belief that is at the core of this cultural tradition.",100.0075,22.18416667,Cultural,China
244,Paphos,"<p>Paphos has been inhabited since the Neolithic period. It was a centre of the cult of Aphrodite and of pre-Hellenic fertility deities. Aphrodite's legendary birthplace was on this island, where her temple was erected by the Myceneans in the 12th century B.C. The remains of villas, palaces, theatres, fortresses and tombs mean that the site is of exceptional architectural and historic value. The mosaics of Nea Paphos are among the most beautiful in the world.</p>",32.40556,34.75833,Cultural,Cyprus
245,Painted Churches in the Troodos Region,"<p>This region is characterized by one of the largest groups of churches and monasteries of the former Byzantine Empire. The complex of 10 monuments included on the World Heritage List, all richly decorated with murals, provides an overview of Byzantine and post-Byzantine painting in Cyprus. They range from small churches whose rural architectural style is in stark contrast to their highly refined decoration, to monasteries such as that of St John Lampadistis.</p>",33.09583333,34.92027778,Cultural,Cyprus
246,Choirokoitia,"<p>The Neolithic settlement of Choirokoitia, occupied from the 7th to the 4th millennium B.C., is one of the most important prehistoric sites in the eastern Mediterranean. Its remains and the finds from the excavations there have thrown much light on the evolution of human society in this key region. Since only part of the site has been excavated, it forms an exceptional archaeological reserve for future study.</p>",33.34394315,34.79674067,Cultural,Cyprus
359,Historical Monuments of Mtskheta,"<p>The historic churches of Mtskheta, former capital of Georgia, are outstanding examples of medieval religious architecture in the Caucasus. They show the high artistic and cultural level attained by this ancient kingdom.</p>",44.72102778,41.84227778,Cultural,Georgia
360,Upper Svaneti,"<p>Preserved by its long isolation, the Upper Svaneti region of the Caucasus is an exceptional example of mountain scenery with medieval-type villages and tower-houses. The village of Chazhashi still has more than 200 of these very unusual houses, which were used both as dwellings and as defence posts against the invaders who plagued the region.</p>",43.01416035,42.91571385,Cultural,Georgia
361,Gelati Monastery,"<p>Founded in 1106 in the west of Georgia, the Monastery of Gelati is a masterpiece of the Golden Age of medieval Georgia, a period of political strength and economic growth between the 11th and 13th centuries. It is characterized by the facades of smoothly hewn large blocks, balanced proportions and blind arches for exterior decoration. The Gelati monastery, one of the largest medieval Orthodox monasteries, was also a centre of science and education and the Academy it housed was one of the most important centres of culture in ancient Georgia.</p>",42.76833333,42.29472222,Cultural,Georgia
362,Colchic Rainforests and Wetlands,"<p>The property comprises seven component parts, within an 80km long corridor along the warm-temperate and extremely humid eastern coast of the Black Sea. They provide a series of the most typical Colchic ecosystems at altitudes ranging from sea level to more than 2,500 metres above it. The main ecosystems are ancient deciduous Colchic rainforests and wetlands, percolation bogs and other mire types of the distinct Colchic mire region. The extremely humid broad-leaved rainforests comprise a highly diverse flora and fauna, with very high densities of endemic and relict species, with significant numbers of globally threatened species and relict species, which survived the glacial cycles of the Tertiary. The site is home to approximately 1,100 species of vascular and non-vascular plants, including 44 threatened vascular plan species, and almost 500 species of vertebrates, and a high number of invertebrate species. The site also harbours 19 threatened animal species including sturgeon, notably the critically endangered Colchic Sturgeon. It is a key stopover for many globally threatened birds that migrate through the Batumi bottleneck.</p>",41.9512,41.70227778,Natural,Georgia
443,Red Fort Complex,"<p>The Red Fort Complex was built as the palace fort of Shahjahanabad – the new capital of the fifth Mughal Emperor of India, Shah Jahan. Named for its massive enclosing walls of red sandstone, it is adjacent to an older fort, the Salimgarh, built by Islam Shah Suri in 1546, with which it forms the Red Fort Complex. The private apartments consist of a row of pavilions connected by a continuous water channel, known as the Nahr-i-Behisht (Stream of Paradise). The Red Fort is considered to represent the zenith of Mughal creativity which, under the Shah Jahan, was brought to a new level of refinement. The planning of the palace is based on Islamic prototypes, but each pavilion reveals architectural elements typical of Mughal building, reflecting a fusion of Persian, Timurid and Hindu traditions The Red Fort’s innovative planning and architectural style, including the garden design, strongly influenced later buildings and gardens in Rajasthan, Delhi, Agra and further afield.</p>",77.24083333,28.65555556,Cultural,India
444,"Humayun's Tomb, Delhi","<p>This tomb, built in 1570, is of particular cultural significance as it was the first garden-tomb on the Indian subcontinent. It inspired several major architectural innovations, culminating in the construction of the Taj Mahal.</p>",77.25056,28.59333,Cultural,India
445,"Qutb Minar and its Monuments, Delhi","<p>Built in the early 13th century a few kilometres south of Delhi, the red sandstone tower of Qutb Minar is 72.5 m high, tapering from 2.75 m in diameter at its peak to 14.32 m at its base, and alternating angular and rounded flutings. The surrounding archaeological area contains funerary buildings, notably the magnificent Alai-Darwaza Gate, the masterpiece of Indo-Muslim art (built in 1311), and two mosques, including the Quwwatu'l-Islam, the oldest in northern India, built of materials reused from some 20 Brahman temples.</p>",77.18528,28.52583,Cultural,India
446,Churches and Convents of Goa,"<p>The churches and convents of Goa, the former capital of the Portuguese Indies – particularly the Church of Bom Jesus, which contains the tomb of St Francis-Xavier – illustrate the evangelization of Asia. These monuments were influential in spreading forms of Manueline, Mannerist and Baroque art in all the countries of Asia where missions were established.</p>",73.91167,15.50222,Cultural,India
447,Group of Monuments at Pattadakal,"<p>Pattadakal, in Karnataka, represents the high point of an eclectic art which, in the 7th and 8th centuries under the Chalukya dynasty, achieved a harmonious blend of architectural forms from northern and southern India. An impressive series of nine Hindu temples, as well as a Jain sanctuary, can be seen there. One masterpiece from the group stands out – the Temple of Virupaksha, built c. 740 by Queen Lokamahadevi to commemorate her husband's victory over the kings from the South.</p>",75.81667,15.94833,Cultural,India
448,Khajuraho Group of Monuments,"<p>The temples at Khajuraho were built during the Chandella dynasty, which reached its apogee between 950 and 1050. Only about 20 temples remain; they fall into three distinct groups and belong to two different religions – Hinduism and Jainism. They strike a perfect balance between architecture and sculpture. The Temple of Kandariya is decorated with a profusion of sculptures that are among the greatest masterpieces of Indian art.</p>",79.92222,24.85222,Cultural,India
449,Group of Monuments at Hampi,"<p>The austere, grandiose site of Hampi was the last capital of the last great Hindu Kingdom of Vijayanagar. Its fabulously rich princes built Dravidian temples and palaces which won the admiration of travellers between the 14th and 16th centuries. Conquered by the Deccan Muslim confederacy in 1565, the city was pillaged over a period of six months before being abandoned.</p>",76.47167,15.31444,Cultural,India
450,Ajanta Caves,"<p>The first Buddhist cave monuments at Ajanta date from the 2nd and 1st centuries B.C. During the Gupta period (5th and 6th centuries A.D.), many more richly decorated caves were added to the original group. The paintings and sculptures of Ajanta, considered masterpieces of Buddhist religious art, have had a considerable artistic influence.</p>",75.70025,20.553111,Cultural,India
451,Ellora Caves,"<p>These 34 monasteries and temples, extending over more than 2 km, were dug side by side in the wall of a high basalt cliff, not far from Aurangabad, in Maharashtra. Ellora, with its uninterrupted sequence of monuments dating from A.D. 600 to 1000, brings the civilization of ancient India to life. Not only is the Ellora complex a unique artistic creation and a technological exploit but, with its sanctuaries devoted to Buddhism, Hinduism and Jainism, it illustrates the spirit of tolerance that was characteristic of ancient India.</p>",75.17917,20.02639,Cultural,India
452,Elephanta Caves,"<p>The 'City of Caves', on an island in the Sea of Oman close to Bombay, contains a collection of rock art linked to the cult of Shiva. Here, Indian art has found one of its most perfect expressions, particularly the huge high reliefs in the main cave.</p>",72.93583,18.96667,Cultural,India
453,"Sun Temple, Konârak","<p>On the shores of the Bay of Bengal, bathed in the rays of the rising sun, the temple at Konarak is a monumental representation of the sun god Surya's chariot; its 24 wheels are decorated with symbolic designs and it is led by a team of six horses. Built in the 13th century, it is one of India's most famous Brahman sanctuaries.</p>",86.09472,19.8875,Cultural,India
454,Hill Forts of Rajasthan,"<p>The serial site, situated in the state of Rajastahan, includes six majestic forts in Chittorgarh; Kumbhalgarh; Sawai Madhopur; Jhalawar; Jaipur, and Jaisalmer. The ecclectic architecture of the forts, some up to 20 kilometres in circumference, bears testimony to the power of the Rajput princely states that flourished in the region from the 8th to the 18th centuries. Enclosed within defensive walls are major urban centres, palaces, trading centres and other buildings including temples that often predate the fortifications within which developed an elaborate courtly culture that supported learning, music and the arts. Some of the urban centres enclosed in the fortifications have survived, as have many of the site's temples and other sacred buildings. The forts use the natural defenses offered by the landscape: hills, deserts, rivers, and dense forests. They also feature extensive water harvesting structures, largely still in use today.</p>",74.64611111,24.88333333,Cultural,India
455,Group of Monuments at Mahabalipuram,"<p>This group of sanctuaries, founded by the Pallava kings, was carved out of rock along the Coromandel coast in the 7th and 8th centuries. It is known especially for its <em>rathas</em> (temples in the form of chariots), <em>mandapas</em> (cave sanctuaries), giant open-air reliefs such as the famous 'Descent of the Ganges', and the temple of Rivage, with thousands of sculptures to the glory of Shiva.</p>",80.19167,12.61667,Cultural,India
456,Great Living Chola Temples,"<p>The Great Living Chola Temples were built by kings of the Chola Empire, which stretched over all of south India and the neighbouring islands. The site includes three great 11th- and 12th-century Temples: the Brihadisvara Temple at Thanjavur, the Brihadisvara Temple at Gangaikondacholisvaram and the Airavatesvara Temple at Darasuram. The Temple of Gangaikondacholisvaram, built by Rajendra I, was completed in 1035. Its 53-m <em>vimana</em> (sanctum tower) has recessed corners and a graceful upward curving movement, contrasting with the straight and severe tower at Thanjavur. The Airavatesvara temple complex, built by Rajaraja II, at Darasuram features a 24-m <em>vimana</em> and a stone image of Shiva. The temples testify to the brilliant achievements of the Chola in architecture, sculpture, painting and bronze casting.</p>",79.1325,10.78305556,Cultural,India
457,Agra Fort,"<p>Near the gardens of the Taj Mahal stands the important 16th-century Mughal monument known as the Red Fort of Agra. This powerful fortress of red sandstone encompasses, within its 2.5-km-long enclosure walls, the imperial city of the Mughal rulers. It comprises many fairy-tale palaces, such as the Jahangir Palace and the Khas Mahal, built by Shah Jahan; audience halls, such as the Diwan-i-Khas; and two very beautiful mosques.</p>",78.021528,27.179806,Cultural,India
458,Taj Mahal,"<p>An immense mausoleum of white marble, built in Agra between 1631 and 1648 by order of the Mughal emperor Shah Jahan in memory of his favourite wife, the Taj Mahal is the jewel of Muslim art in India and one of the universally admired masterpieces of the world's heritage.</p>",78.04222,27.17417,Cultural,India
459,Fatehpur Sikri,"<p>Built during the second half of the 16th century by the Emperor Akbar, Fatehpur Sikri (the City of Victory) was the capital of the Mughal Empire for only some 10 years. The complex of monuments and temples, all in a uniform architectural style, includes one of the largest mosques in India, the Jama Masjid.</p>",77.6665,27.097528,Cultural,India
460,Nanda Devi and Valley of Flowers National Parks  ,"<p>Nestled high in West Himalaya, India’s Valley of Flowers National Park is renowned for its meadows of endemic alpine flowers and outstanding natural beauty. This richly diverse area is also home to rare and endangered animals, including the Asiatic black bear, snow leopard, brown bear and blue sheep. The gentle landscape of the Valley of Flowers National Park complements the rugged mountain wilderness of Nanda Devi National Park. Together they encompass a unique transition zone between the mountain ranges of the Zanskar and Great Himalaya, praised by mountaineers and botanists for over a century and in Hindu mythology for much longer.</p>",79.66667,30.71667,Natural,India
461,Kaziranga National Park,"<p>In the heart of Assam, this park is one of the last areas in eastern India undisturbed by a human presence. It is inhabited by the world's largest population of one-horned rhinoceroses, as well as many mammals, including tigers, elephants, panthers and bears, and thousands of birds.</p>",93.41666667,26.66666667,Natural,India
462,Manas Wildlife Sanctuary,"<p>On a gentle slope in the foothills of the Himalayas, where wooded hills give way to alluvial grasslands and tropical forests, the Manas sanctuary is home to a great variety of wildlife, including many endangered species, such as the tiger, pygmy hog, Indian rhinoceros and Indian elephant.</p>",91.03055556,26.725,Natural,India
463,Keoladeo National Park,"<p>This former duck-hunting reserve of the Maharajas is one of the major wintering areas for large numbers of aquatic birds from Afghanistan, Turkmenistan, China and Siberia. Some 364 species of birds, including the rare Siberian crane, have been recorded in the park.</p>",77.50861111,27.15888889,Natural,India
464,Sundarbans National Park,"<p>The Sundarbans covers 10,000 km<sup>2</sup> of land and water (more than half of it in India, the rest in Bangladesh) in the Ganges delta. It contains the world's largest area of mangrove forests. A number of rare or endangered species live in the park, including tigers, aquatic mammals, birds and reptiles.</p>",88.89583333,21.945,Natural,India
465,Buddhist Monuments at Sanchi,"<p>On a hill overlooking the plain and about 40 km from Bhopal, the site of Sanchi comprises a group of Buddhist monuments (monolithic pillars, palaces, temples and monasteries) all in different states of conservation most of which date back to the 2nd and 1st centuries B.C. It is the oldest Buddhist sanctuary in existence and was a major Buddhist centre in India until the 12th century A.D.</p>",77.73972,23.47944,Cultural,India
466,"Rani-ki-Vav (the Queen’s Stepwell) at Patan, Gujarat","<p>Rani-ki-Vav, on the banks of the Saraswati River, was initially built as a memorial to a king in the 11th century AD. Stepwells are a distinctive form of subterranean water resource and storage systems on the Indian subcontinent, and have been constructed since the 3rd millennium BC. They evolved over time from what was basically a pit in sandy soil towards elaborate multi-storey works of art and architecture. Rani-ki-Vav was built at the height of craftsmens’ ability in stepwell construction and the Maru-Gurjara architectural style, reflecting mastery of this complex technique and great beauty of detail and proportions. Designed as an inverted temple highlighting the sanctity of water, it is divided into seven levels of stairs with sculptural panels of high artistic quality; more than 500 principle sculptures and over a thousand minor ones combine religious, mythological and secular imagery, often referencing literary works. The fourth level is the deepest and leads into a rectangular tank 9.5 m by 9.4 m, at a depth of 23 m. The well is located at the westernmost end of the property and consists of a shaft 10 m in diameter and 30 m deep.</p>",72.10166667,23.85888889,Cultural,India
467,Rock Shelters of Bhimbetka,"<p>The Rock Shelters of Bhimbetka are in the foothills of the Vindhyan Mountains on the southern edge of the central Indian plateau. Within massive sandstone outcrops, above comparatively dense forest, are five clusters of natural rock shelters, displaying paintings that appear to date from the Mesolithic Period right through to the historical period. The cultural traditions of the inhabitants of the twenty-one villages adjacent to the site bear a strong resemblance to those represented in the rock paintings.</p>",77.58333333,22.92777778,Cultural,India
468,Mountain Railways of India,"<p>This site includes three railways. The Darjeeling Himalayan Railway was the first, and is still the most outstanding, example of a hill passenger railway. Opened in 1881, its design applies bold and ingenious engineering solutions to the problem of establishing an effective rail link across a mountainous terrain of great beauty. The construction of the Nilgiri Mountain Railway, a 46-km long metre-gauge single-track railway in Tamil Nadu State was first proposed in 1854, but due to the difficulty of the mountainous location the work only started in 1891 and was completed in 1908. This railway, scaling an elevation of 326 m to 2,203 m, represented the latest technology of the time. The Kalka Shimla Railway, a 96-km long, single track working rail link built in the mid-19th century to provide a service to the highland town of Shimla is emblematic of the technical and material efforts to disenclave mountain populations through the railway. All three railways are still fully operational.</p>",76.93583,11.51028,Cultural,India
469,Chhatrapati Shivaji Terminus (formerly Victoria Terminus),"<p>The Chhatrapati Shivaji Terminus, formerly known as Victoria Terminus Station, in Mumbai, is an outstanding example of Victorian Gothic Revival architecture in India, blended with themes deriving from Indian traditional architecture. The building, designed by the British architect F. W. Stevens, became the symbol of Bombay as the ‘Gothic City’ and the major international mercantile port of India. The terminal was built over 10 years, starting in 1878, according to a High Victorian Gothic design based on late medieval Italian models. Its remarkable stone dome, turrets, pointed arches and eccentric ground plan are close to traditional Indian palace architecture. It is an outstanding example of the meeting of two cultures, as British architects worked with Indian craftsmen to include Indian architectural tradition and idioms thus forging a new style unique to Bombay.</p>",72.83620278,18.94012222,Cultural,India
470,Mahabodhi Temple Complex at Bodh Gaya,"<p>The Mahabodhi Temple Complex is one of the four holy sites related to the life of the Lord Buddha, and particularly to the attainment of Enlightenment. The first temple was built by Emperor Asoka in the 3rd century B.C., and the present temple dates from the 5th or 6th centuries. It is one of the earliest Buddhist temples built entirely in brick, still standing in India, from the late Gupta period.</p>",84.99389,24.69528,Cultural,India
471,Champaner-Pavagadh Archaeological Park,"<p>A concentration of largely unexcavated archaeological, historic and living cultural heritage properties cradled in an impressive landscape which includes prehistoric (chalcolithic) sites, a hill fortress of an early Hindu capital, and remains of the 16th-century capital of the state of Gujarat. The site also includes, among other vestiges, fortifications, palaces, religious buildings, residential precincts, agricultural structures and water installations, from the 8th to 14th centuries. The Kalikamata Temple on top of Pavagadh Hill is considered to be an important shrine, attracting large numbers of pilgrims throughout the year. The site is the only complete and unchanged Islamic pre-Mughal city.</p>",73.53333333,22.48333333,Cultural,India
472,"The Jantar Mantar, Jaipur","<p>The Jantar Mantar, in Jaipur, is an astronomical observation site built in the early 18th century. It includes a set of some 20 main fixed instruments. They are monumental examples in masonry of known instruments but which in many cases have specific characteristics of their own. Designed for the observation of astronomical positions with the naked eye, they embody several architectural and instrumental innovations. This is the most significant, most comprehensive, and the best preserved of India's historic observatories. It is an expression of the astronomical skills and cosmological concepts of the court of a scholarly prince at the end of the Mughal period.</p>",75.825,26.92472222,Cultural,India
473,Western Ghats,"<p>Older than the Himalaya mountains, the mountain chain of the Western Ghats represents geomorphic features of immense importance with unique biophysical and ecological processes. The site’s high montane forest ecosystems influence the Indian monsoon weather pattern. Moderating the tropical climate of the region, the site presents one of the best examples of the monsoon system on the planet. It also has an exceptionally high level of biological diversity and endemism and is recognized as one of the world’s eight ‘hottest hotspots’ of biological diversity. The forests of the site include some of the best representatives of non-equatorial tropical evergreen forests anywhere and are home to at least 325 globally threatened flora, fauna, bird, amphibian, reptile and fish species.</p>",77.24972222,8.529722222,Natural,India
