ID,Name,Latitude,Longitude,Country,City,Category,Description
564,Bajrayogini Mandir,27.6768268666355,85.3145357407629,Nepal,Lalitpur, Religious Site,Bajrayogini Mandir.
565,Birat Durbar,26.3763266922744,87.2705406881869,Nepal,Biratnagar, Historical Ruins,"King Birat s Palace is located at Biratnagar-18 in Morang district of Nepal. It lies in the Terai region of eastern Part of Nepal near India-Nepal border. It is one of the unexplored places in Nepal having lots of potential to attract the national and the international tourists. King Birat s palace is said to be built by King Birat.The kingdom of King Birat is said to be spread from DharanVijaypur (366m altitude) in the north to Ganges River (Holy River for the people following hindu religion) in the south. It is said that, during the period of Mahabharat, Pandavas stayed in this place secretly for many years. Therefore, the name of the place where Birat s Palace is located is called Bediyari.The total area of the Palace is 2.5 square kilometer. The first revealing of the palace was done in 2027BS. During the first reveal, a 50 room ancient building inside the palace was found as still underground.Long back in 1973 BS (1971 AD) a lock weighted merely 80 kilogram was reported to have been found during the construction of the Biratnagar- Rangeli road section of Hulaki Highway. As per the reports, the lock was then given to the then General Keshar Samsher who was on a visit to Morang District for hunting purposes. The lock was then taken by General Keshar Sumsher for research. The team found that the lock was made around 3100 years ago and said to be the lock of Birat s Palace. Bhatiyari, a village of Morang district, has housed a big mass of bricks from the ancient age. The locals reported it to be the Emperor Birat s Palace.Birat s Palace is also one of the religious places for those who follow Hindu religion. It is said that Pandavas and Lord Krishna resided in this palace during the Mahabharata period. Therefore, this place is considered one of the religious places beside a historical place.Birat s palace has lots of religious and historical paramount. Therefore, this palace is currently preserved by constructing a brick wall around it. Small museum is also now constructed near Birat s Palace, where ancient bangles, clay lamps, bricks, clay pots, sitting mats made of stone, the sculptures of different gods and goddesses, dyes used to make food items prepared during the festival seasons and many other items found in the Birat s Palace are preserved."
566,konjyosom Pratima,27.5482222217788,85.4011699184775,Nepal,Konjyosom, Religious Site,konjyosom pratima
567,Pathibhara Devi Temple,27.4291133280508,87.7682141773403,Nepal,Baishakhe, Religious Site,"Pathibhara is a famous pilgrimage site in Taplejung district. The Pathibhara Temple is an important religious place for Hindus and Buddhists. It is at a height of 12,000 feet in Taplejung district. This sacred site of Pathibhara, the goddess of faith and purity, is located at the headquarters of Taplejung district, 19.5 km from Fungling. Located northeast at a height of 3794m.
It is one day walk from Fungling Market. This temple is frequented by devotees throughout the year. The goddess s name is called  Paithivara Devi , with its beautiful, adorable shape as like full of rice. The local Limbu communities of Taplejung recognize the Pathibhara as  Mukumlung . In citrus,  fist  means strength or force,  malung  means plant. That is, limbo species appear to be the source or path of power or force.There are many festivals and genres related to the origin of the Pathibhara Goddess. It is said: In ancient times the shepherds of Pathibhara had kept their flocks at Pathibhara. One day suddenly seeing the unexpected, the herds of herds disappeared. In such an unimaginable event, the Goddess gave a vision to the stunned and bewildered shepherds, instructing them to worship the sheep without sacrificing their origins and motifs.
Attentive shepherds sacrificed the most noble lamb by offering devotional worship at the Goddess-shaped site. What was more sacrificed was the hundreds of lost sheep that had appeared in the same place as before, the blood of the sacrificial lambs falling to the slaughter as water lost in the sand.
Seeing this, the shepherds shouted cheerfully to the goddess. It is worth remembering that hundreds of sheep, goats and herds are sacrificed daily to the Pathibhara Goddess. But at the sacristy, any visitor who has lost blood, limited, can have direct experience and observation. In view of the number of sacrifices offered to the goddess, a pool of blood would have to be collected here, but it would not. That is why it is believed that the blood-goddess Pathibhara accepts the sacrifices offered by devotees affectionately.
Today, the glory of Goddess Pathibhara, belief and faith in the goddess has reached beyond the boundaries of the village, district and country. As a result, thousands of devout devotees from all over the country and abroad continue to visit the deity."
568,Shree Panchmukhi Hanuman Mandir,26.4560569098421,87.2801151685417,Nepal,Biratnagar, Religious Site,"Hanuman Mandir is a Hindu temple dedicated to Lord Hanuman, located in Biratnagar. The temple is situated near the
main market area of Biratnagar and is easily accessible by road. The temple is known for its unique architecture, with a red and white
facade and intricate carvings on the walls. Inside the temple, there is a statue of Lord Hanuman who is revered as a symbol of
strength, devotion, and loyalty in Hindu mythology. In the first floor there is Ram Durbar (Home of Shree Ram) which is dedicated to Lord Ram ,one of the Avatar of
Vishnu according to the Hindu Mythology."
569,Trishuli River Rafting Adventure,27.8742332421682,84.6044145338237,Nepal,Sahid Lakhan, Tourist Attraction,"Start in Charaundi and end in Kathmandu! With the Explorer tour Trishuli River Rafting Adventure, you have a 2 days tour package taking you through Charaundi, Nepal and 2 other destinations in Nepal. Trishuli River Rafting Adventure includes accommodation, an expert guide, meals, transport and more."
570,Dahakhani,27.769999599336,84.5499998889863,Nepal,Ichchhakamana, Natural Landmark,"Dahakhani is a beautiful touristic village in Chitwan District in Bagmati Province of southern Nepal. At the time of the 2011 Nepal census it had a population of 4,803 people living in 939 individual."
571,Uppardang Gadi,27.761836376951,84.5828901417553,Nepal,Ichchhakamana, Scenic View,Upperdang Gadi is situated at an altitude of 1275m above the sea level located in Chitwan district of central Nepal. It is famous for hiking and culture experience. 
572,Bal Gauri Mai,27.8030117394872,84.6009880118072,Nepal,Ichchhakamana, Religious Site,"Bal Gauri Pathivari mai is the holy temple of hindu people loacted in Ichchhakaman chitwan, Nepal."
573,Sri Durga Temple,27.8250346234301,84.5213917829096,Nepal,Ichchhakamana, Religious Site,Sir Durga Temple is the Holy temple of hindu people specially to worship for God Durga. This Temple is opened during Dashain fastival. 
574,Umit Jharana,27.8184637512816,84.4672336243093,Nepal,Bharatpur, Natural Landmark,"Umit Jharana is the famous and beautiful warterfall with fresh water. Located in ichchhakamana Chitwan, Nepal."
575,Simali Gaun,27.7683427366328,84.5308157242835,Nepal,Ichchhakamana, Natural Landmark,"Chitwan is famous in Nepal for mustard growing and production of mustard oil. This popularity of the mustard in Chitwan is attributed to the predominant soil type silt, resulting from the flooding of the Narayani River and its tributaries."
576,Gardash,27.7441383929288,84.5491774566472,Nepal,Ichchhakamana, Natural Landmark,"Gardash is a beautiful village famous for photography and beautiful view. Located in chitwan, ichchhakamana Nepal."
577,Kamalbari,27.8667551202869,84.5934181474149,Nepal,Kurintar, Natural Landmark,"Kamalbari is a flower garden a tourist place. It is loacted in ichchhakamana, Chitwan, Nepal."
578,Kabilas Chauki dada,27.7952754184568,84.468694422394,Nepal,Chauki dada, Scenic View,"Kabilas Chauki dada is a beautiful viewpoint to see beautifull scene and view with greenary nature. It is located in ichchhakamana, Chitwan, NEpal. "
579,Thumki dada view homestay(Hadigaun),27.7923435692456,84.5006988756359,Nepal,Chauki dada, Tourist Attraction,Thumki dada view homestay(Hadigaun) is the home stay to see the beautiful sunsine view and beautiful. It is located in ichchhakamana Chitwan Nepal. 
580,Gairibari jharana,27.7499903683036,84.5701043866575,Nepal,Kalika, Natural Landmark,Gauribari Jharana is the Beautiful waterfall Jharana located in Chitwan. This is waterfall is better to spend your time during summer. 
581,Naagdaha  Ichchhakamana,27.8317663897129,84.6098600886762,Nepal,Ichchhakamana, Natural Landmark,"Naagdaha Ichchhakaman is a lesser-known yet enchanting destination located in the Chitwan district of Nepal. This serene spot is a perfect blend of natural beauty and cultural significance, offering a peaceful retreat for visitors. Nestled amidst lush greenery and surrounded by the tranquility of nature, Naagdaha Ichchhakaman is a lake that holds great religious and historical importance for the local community.

The name ""Naagdaha"" translates to ""Serpent Lake,"" and it is steeped in mythological tales. According to local legends, the lake is home to a Naag, a serpent deity that is highly revered in Hindu culture. The presence of this deity is believed to bring prosperity and protect the surrounding area. Each year, locals perform rituals and offer prayers to appease the serpent god, seeking blessings for good fortune and protection from natural calamities.

The surrounding area of Naagdaha Ichchhakaman is equally captivating. It is an ideal spot for nature lovers and bird watchers. The lush vegetation and the calm waters of the lake create a habitat for various species of birds and aquatic life. Early mornings and late afternoons are the best times to visit, as the serene environment is perfect for meditation and reflection. The reflections of the surrounding hills and trees on the lake s surface add to the picturesque beauty of the place, making it a haven for photographers.

Culturally, Naagdaha Ichchhakaman holds a significant place in the hearts of the local people. The lake and its surroundings are often the site of community gatherings and festivals. One of the most prominent festivals celebrated here is Naag Panchami, during which devotees from different parts of the region come together to honor the serpent deity with offerings of milk, flowers, and rice. This festival not only reinforces the spiritual connection but also strengthens the community bonds.

In recent years, efforts have been made to promote Naagdaha Ichchhakaman as a tourist destination. Sustainable tourism practices are being encouraged to preserve the natural and cultural heritage of the area. Local guides and community members play a crucial role in educating visitors about the significance of the lake and the need to maintain its pristine condition. As more people discover the charm of Naagdaha Ichchhakaman, it is hoped that the site will gain the recognition it deserves while preserving its serene and sacred atmosphere.

In conclusion, Naagdaha Ichchhakaman is a hidden gem in the Chitwan district, offering a unique blend of natural beauty and cultural richness. Whether you are a nature enthusiast, a spiritual seeker, or someone looking for a tranquil escape, this serene lake has something to offer. The harmony between the natural environment and the cultural practices surrounding the lake makes it a truly special destination worth exploring."
582,Kathmandu Durbar Square ,27.7041802140467,85.3064554184675,Nepal,Kathmandu Metropolitan City, Historical Ruins,"Kathmandu s Durbar Sq was where the city s kings were once crowned and legitimised, and from where they ruled (durbar means palace). As such, the square remains the traditional heart of the old town and Kathmandu s most spectacular legacy of traditional architecture. The square bore the brunt of Kathmandu's 2015 earthquake damage. Half a dozen temples collapsed, as did several towers in the Hanuman Dhoka palace complex, but it's still a fabulous complex. Reconstruction will continue for years.
Although most of the square dates from the 17th and 18th centuries (many of the original buildings are much older), a great deal of rebuilding happened after the great earthquake of 1934. The entire square was designated a Unesco World Heritage Site in 1979.

The Durbar Sq area is actually made up of three loosely linked squares. To the south is the open Basantapur Sq area, a former royal elephant stables that now houses souvenir stalls and off which runs Freak St. The main Durbar Sq area is to the west. Running northeast is a second part of Durbar Sq, which contains the entrance to the Hanuman Dhoka and an assortment of temples. From this open area Makhan Tole, at one time the main road in Kathmandu and still the most interesting street to walk down, continues northeast."
583,Namaste Falls,26.8739993446999,87.3320601694286,Nepal,Sangurigadhi, Natural Landmark,"Namaste Falls is located in Bhedetar village development committee of Dhankuta district. It is popular among domestic tourists. The falls are about 80 meters high. Domestic tourists from Jhapa, Dhankuta, Morang and Sunsari visit this falls in large. One can see a rainbow-like, seven-colour formation while standing close to the waterfall. It is in the shape of Namasthe. The falls are also frequently visited by researchers."
584,Sarangkot,28.2461494846233,83.9478887245059,Nepal,Pokhara, Scenic View,"From the far north to the far south, including the Phewa Lake, Sarangkot peak provides a panoramic view of Pokhara. Tourists drive up the hill to see the sunrise from the top of the hill's view tower. Sarangkot provides a relaxing and admiring the breathtaking views of the mountains on one side and Phewa Lake on the other. 

Sarangkot has just been considered one of the top paragliding destinations in the world. Travelers now can quench their adrenaline thirst by participating in activities such as hiking, zip lining, bird watching and paragliding, from Sarangkot to name a few.  From Sarangkot, the vista of the Annapurna Himalaya is mystical. From here, a panoramic view of Himalayan peaks stretches from Dhaulagiri (8167m) in the west to Machhapuchhare (6997m), the tent-like peak of Annapurna II (7937m), and Lamjung (6983m) in the east.

Paragliding from Sarangkot to lakeside, Sarangkot sunrise and sunset tour, Panaromic view of the mountains, Sanangkot zipline, and Bird watching are some of the major tourist attractions of Sarangkot. "
585,Jaya Bageshwori Temple,27.7107372119854,85.3441236913204,Nepal,Kathmandu Metropolitan City, Religious Site,"A miracle at the Bageshwori temple - In 1926 ( Nepali calendar 1983) Padma Kumari Devi Singh (11 yrs) who lived in Kailash Bhawan, Gharbari Tole road (Ward-2), Nepalgunj, went to pray at the Bageshwori temple as on that day she was very sad. The temple was empty and even the 'Bajes' (Brahmins) were not to be seen. She sat at the single open door of the temple closed her eyes and prayed. When she opened her eyes she saw a small child, very poor (like a beggar child) in a long ragged garment standing before her. The child said 'lah' (in nepali lah means take) and put something in Padma's palm and closed it.
When Padma opened her hand there was nothing there and when she looked up, the child had disappeared. The incident had occurred in a matter of a second. It was with the blessings of the Goddess Bageshwori that the very next day Thakur Ananda Swarup Singh (father of Padma Kumari Devi) received a proposal for her marriage which he accepted and in 1930 at Singha Durbar,Kathmandu, Padma Kumari Devi was married to Maj-Gen. Mahabir S. J. B. Rana son of Late Shri Col. Maharajkumar Prakash S. J. B. Rana (who was the maker of the Junge Mahadev temple at Nepalgunj) and grandson of Cdg. Gen. Shri Tin Maharaj Sir Bhim Shumsher Jung Bahadur Rana, Maharaj of Lamjanj and Kaski, who was Prime Minister of Nepal. Since then the number of visitors in the temple has increased at a very high rate.
People believe that whatever they would wish for there, would be granted to them. With the blessings of the Goddess Bageswori, Maj. Gen. Mahabir S. J. B. Rana was Gov. of Ilam, Nepal, Gov. Dhankuta (he was the first to modernise the tea estates in the late 1930s & early 1940s), Mbr Advisory Assembly-1951, Minister for Planning & Development: 1951-1955, Mines, Electricity, Forest-1951-1953, Home-Affairs-1953-1954, Industry & Commerce-1953-1955, Agriculture & Food-1953-1955 and Civil Supplies-1953-1954, Nepal. In 1952 Maj. Gen. Mahabir SJB Rana was Special Ambassador at the Funeral of King George VI
"
586,Ratnakar Mahabihar,27.6737822644393,85.3217394836247,Nepal,Lalitpur, Archaeological Site,"
Ratnakar Mahavihar, also known as Ratnakar Mahabihar, is a Buddhist monastery located in the Lalitpur district of Nepal. Lalitpur, also known as Patan, is one of the three ancient cities in the Kathmandu Valley, renowned for its rich cultural heritage.

Ratnakar Mahavihar is situated in the heart of Lalitpur city, near its historic Durbar Square. The monastery is dedicated to the practice and teachings of Buddhism and serves as a center for religious activities, meditation, and education.

Like many monasteries in Nepal, Ratnakar Mahavihar features traditional Newari architecture, with intricately carved wooden windows, doors, and facades. It provides a serene and tranquil environment for devotees and visitors alike to immerse themselves in Buddhist spirituality and culture.
"
587,Yampi Mahabihar,27.6767350349645,85.3278552554548,Nepal,Lalitpur, Archaeological Site,"The 2000-year-old Yampi Mahabihar is located in Behilachhe Tol, Ward No. 9 of Patan, Lalitpur District. This Bihar is also older than other Bihars. The builder of this Bihar also built seven stupas inside it which can be easily seen inside Bihar."
588,Mahabuddha Temple,27.6689461785828,85.3273429535329,Nepal,Lalitpur, Religious Site,Mahabuddha Temple.
589,Batuk Bhairav Temple ,27.6645321392273,85.3242168389261,Nepal,Lalitpur, Religious Site,"Batuk Bhairabh Temple is a one storey pagoda style temple topped with a brass roof at the crossroad in Lagankhel, the heart of Patan district. Unlike other temples, this one doesn t have an idol rather a stone-shrine is worshipped as Bhairabh accompanied by Lord Ganesh, Lord Kumar and Goddess Kumari in the inner sanctum. Many believe that Batuk Bhairabh is a family deity of God Minnath. According to the legend, King Amshuvarma of Lichhavi Period built this temple after his return from Prayag visit between 595 CE   621 CE, then Juddha Shumsher Rana refurbished it in 1912 B.S.

Lord Shiva divined himself as wrathful Bhairabh to scare off Brahma and Bishnu when a dispute on who is the greatest of all erupted between these three gods. It is believed that Shiva cut off one of five heads of Brahma when he counter-argued that Brahma was the greatest for being the Creator. According to the ancient text Shakti Sangam from Kali Khanda scripture, Batuk Bhairav was born to kill the demon Aapad who gained a powerful boon from Brahma. Aapad misused his powers to create havoc in all three worlds; heaven, hell and earth. Infuriated Gods to punish the demon for his misdeeds created a five year old boy with their combined powers. The boy was Batuk Bhairabh, the living embodiment of time and space. Aapad couldn t be killed in present, past or future time zones because of his boon, so Batuk momentarily paused the Kalachakra (time), ripped Aapad s body apart and saved the entire living creature.


People worship Batuk Bhairabh to get rid of Sani Dosh, the obstacles created by the planet Saturn. Weak Saturn results in insomnia, laziness, and many physical, mental and psychological losses and not only to oneself but to immediate family members too. In easier terms, life and lifestyle go down south because of Sani Dosh. Worshipping Batuk Bhairabh on a specific day of a week for a specific number of days will help one alleviate their problems. People also feed black dogs, Bhairabh s animal form on Saturdays as a service to Him."
590,Rato Machchhindranath Mandir,27.6703403488174,85.3228765726089,Nepal,Lalitpur, Religious Site,"The Rato Machhendranath Temple is located in a huge courtyard known as Ta Baha, about 400 meters south of Patan s (Lalitpur s) Darbar Square. The temple celebrates Machhendranath (also known as Matsyendra), an influential early 10th century yogi who recognized the god Shiva as his teacher and practiced in the Indic regions of the time. It was built in 1673 on the foundations of earlier temples that had stood here since the 15th century. The temple is a towering Newar-style pagoda with three layers of declining roofs in its physical structure. Sheet metal (possibly copper) covers the roof surfaces, which are supported by 20 struts on the first and second levels, and twelve struts on the upper level. Avalokitevara is shown in a variety of stances on each of the 52 struts, typically with one or more extra sets of arms. There are miniature vignettes depicting scenarios from Buddhist hells, such as boiling alive, on the bottom registers of the struts, beneath Avalokitevara s feet. Other vignettes are of a gentler tone, with lesser deities supporting Avalokitevara on pedestals. The front-facing side (here, the north) is adorned with a huge variety of pots and pans mounted to tables, seemingly defying gravity, as is the case with many Newar pagodas. A lengthy pataka strip hangs from the temple s top to practically ground level in front of it, allowing Machhendranath/Avalokitevara to descend to earth."
591,Bajrakirti Mahabihar,27.6733644935039,85.3272832743824,Nepal,Lalitpur, Archaeological Site,"Bajrakriti Mahabihar is a renowned Buddhist monastery located in Nepal. It holds significance as a center for Buddhist teachings, meditation, and cultural practices. The monastery is known for its historical importance and architectural beauty, attracting pilgrims and visitors seeking spiritual enlightenment. It serves as a hub for the preservation and promotion of Buddhist traditions in Nepal and beyond."
592,Central Zoo,27.6727035392088,85.3118293918669,Nepal,Lalitpur, Zoo,"In 1995, Government of Nepal entrusted the management of Nepal s Central Zoo, the only zoo in Nepal, located at Jawalakhel in the Kathmandu Valley to NTNC for 30 years. Established as a private zoo in 1932 by the late Rana Prime Minister Juddha Samsher, it came under the ownership of Government of Nepal after the political changes of 1950 and remained under the management of various government departments before it s management was handed over to NTNC on the occasion of the Golden Jubilee Birthday Celebration of the Late Majesty King Birendra Bir Bikram Shah in December 1995.
The Trust aims to develop the Central Zoo as a center for ex-situ wildlife research and conservation education. The Central Zoo, with an area of about 6 ha., provides shelter to a total of 942 individual mammal, bird, fish and reptile of 127 species. It also serves as recreational center for the visitors. Central Zoo uniquely serves as a historical cultural site for diverse groups of people.
Over one million visitors come to enjoy the displays at the Central Zoo annually. The main source of income has been the revenue collected from the entry ticket sales. With an aim of generating public awareness and participation in nature and wildlife conservation, the Central Zoo has been successfully running a special membership based program called the  Friends of Zoo  (FOZ) with a network of schools in Kathmandu Valley. The animal management unit is improving and enriching the enclosures to provide better habitats for the zoo animals and are now in a better situation with the operation of a recently established  Animal Hospital . New displays, of national and international species, are often added in order to educate and to introduce the visitors to the different wild species from within the country and abroad. Increasingly the Central Zoo s role in wildlife rescue, release and rehabilitation is being recognized as an indispensible role for enhancing the wildlife national responsiveness capacity of the country, especially with growing incidents related to problem animal management, animal emergency, animal shelter and refuge, disease among others."
593,Ichchhakamana Goddess,27.8775908342628,84.5924743451178,Nepal,Kurintar, Religious Site,"Ichchhakamana goddess is one of the seven sisters of Manakamana goddess and
the name of the local level is named from the Ichchhakamana goddess name. It is
believed that our wishes are fulfilled after visiting this temple. Ichchhakamana
temple is located at 1800 metres height from the sea level . We can see dense
green forests, mountains, terai lands, rhododendron forests, Himalayan ranges,
Ganesh Himal, Machhapurchhe Himal from Ichchhakamana temple. During the
winter season we can see oranges in the fields on the way to ichchhakamana
temple. Every year Panchami mela festival is celebrated at Ichchhakamana temple
during which thousands of pilgrimages from all over Nepal visit this temple.
Ichchhakamana temple is under reconstruction these days."
594,Siraichuli Chitwan,27.762282290538,84.6313093788922,Nepal,Ichchhakamana, Scenic View,"Siraichuli is renowed as the tallest peak of Chitwan district . Siraichuli is located at
1945 metres height from the sea level. Siraichuli is situated in Ichchhakamana
Rural Municipality ward no.2. From Siraichuli which is situated in the Mahabharat
Parbhat range one can view Sunrise, Gurung villages, Chepang villages, beautiful
hilly landscapes,Himalayan Mountain ranges, Rhododendron covering the hills
and Historical Siddhababa temple"
595,Sankata Mandir,27.6754548167963,85.3241618536413,Nepal,Lalitpur, Religious Site,Sankata Mandir.
596,Char Dham Mandir,27.691389164552,85.3106488846242,Nepal,Lalitpur, Religious Site,"Char Dham is a place of worship in Lalitpur, Bagmati Province. Char Dham is situated nearby to the place of worship dhalkashor mahadev and the church Lalitpur Christian Assembly."
597,Ugrachandi Mandir,27.6747753808148,85.3144888021052,Nepal,Lalitpur, Religious Site,"The charming Ugrachandi Mandir, which is also known as Tamakhdyah, lies in the local tole of Patan. This square, four-storey temple with a hip roof made of flat sheets has an air of mystery. The first recorded mention of the temple is from 1702 CE, but its true age is not known. 

Inside, the temple houses the fierce goddess Ugrachandi, the mother deity of the Tamrakar clan. Hence, this gives the temple its Newar name, Tamakahdyah which means  the goddess of Tamkrakars . According to legend, she was brought from Kathmandu to Patan through tantric magic. 

The goddess is still revered in this modern age. Despite holding its ancient religious values, many physical changes have been added to this ancient site. In 1756 and 1761 a beautiful wooden torana was added to the temple. Today, an iconic stone under a copper torana in the sanctum represents Ugrachandi exuding divine peace.

The divinity of this temple is kept alive by various rituals and worship. A Newar Upadhyaya Brahmin conducts daily rituals, supported by the Tamrakar community. Various Tamkrakar Guthi (local Newari communities) involve themselves by sponsoring different religious events at this temple.

Among these events, key activities of the shrine include the regular Ugrachandi worship. This occurs between the full moon of the month Baishakh and the sixth day of the brighter half of the month Jestha. Here also occurs the grand Tahguthi Puha with animal sacrifice and a community feast. 
These vibrant rituals and ceremonies breathe life into the temple, making it not just a structure of stone and wood but a living symbol of the Tamrakar people's faith and culture.

Written/Compiled by: Apekshya Khanal


References:
1.https://danam.cats.uni-heidelberg.de/report/ec53aef0-70f0-11ea-b99f-0242ac130006
2.https://commons.wikimedia.org/wiki/File:Ugrachandi_Temple_Jawalakhel_Lalitpur_Nepal_Rajesh_Dhungana_(4).jpg
"
598,Baishabarna Mahabihar,27.6697977732079,85.3270854614675,Nepal,Lalitpur, Archaeological Site,Baishabarna Mahabihar.
599,Swanga Chibha,27.6744862657205,85.3194609470665,Nepal,Lalitpur, Religious Site,Swanga Chibha.
600,Jay Manohar Mahabihar,27.6707527070274,85.3300596959889,Nepal,Lalitpur, Archaeological Site,Jay Manohar Mahabihar
601,Jyotibarna Mahabihar,27.6732697747825,85.3264038451016,Nepal,Lalitpur, Archaeological Site,Jyotibarna Mahabihar.
602,Hiranyabarna Mahavihar,27.675176669921,85.3245931863785,Nepal,Lalitpur, Archaeological Site,"Golden temple is officially known as Hiranya Varna Mahavihar or locally as Kwa Bahal. The translation means  Gold-colored Great Monastery . It is perhaps the second most popular attraction in Patan after Patan Durbar Square. The temple was built in 1409 and is in fact a Newari Buddhist monastery. The name  golden temple  came about through tourism and a shortening of it s translation more than it actually being made of pure gold. Most of the temple is actually polished gilt copper which gives it a fantastic golden shine. Inside the main courtyard there are probably enough artifacts to keep most historians happy for a full day. Please note that that leather items are not permitted inside temple.Golden Temple (Kwa Bahal) in Patan
Hiranya Varna Mahavihar or Golden Temple is only a five-minute walk from Patan Durbar Square in Lalitpur. Yet many people in the immediate neighborhood and Kathmandu don t know about it. Though named Golden Temple, it is actually a Buddhist monastery with gilded metal plates covering most of its frontage. The monastery has a ticketing service of fifty rupees for foreigners. When asked what about the Golden Temple appeals to them, a foreign couple said,  We are fascinated by the architecture of this closed courtyard Buddhist monastery which is unique. The carvings have a lot of detail. And, it is so peaceful. This three-roof monastery was built in the 12th Century by King Bhaskar Verma and is adorned with a golden facade, four large gateways, a clock tower, and two lion sculptures. The main priest here is only twelve years old, replaced after a month of service. The place is a serene getaway from the hustle and bustle of the busy Patan alleys. It is clean with seating spaces to relax and to forget about your worries for a bit while marveling over the temple s deep cultural significance and intricate architecture."
603,Chabahal Stupa,27.6762175966851,85.3206873871386,Nepal,Lalitpur, Monument,Chabahal Stupa.
604,Akshayeshwor Mahabihar,27.6791454462077,85.3170154429972,Nepal,Lalitpur, Archaeological Site,Akshayeshwor Mahabihar
605,Rato Machchhindranath Jatra,27.658752195156,85.3247180767357,Nepal,Lalitpur, Tourist Attraction,Rato Machchhindranath Jatra.
606,Balkumari Temple,27.6758247760996,85.3853202424943,Nepal,Balkumari, Religious Site,"Balkumari of Madhyapur Thimi is worshipped as one of the four kumaris of Kathmandu Valley. The local people praise her as their guardian deity. They also perform their livelihood ceremonies like marriage, and Barthabandha over there.The Balkumari temple has a brick-paved rectangular courtyard. Also, the minor and major deities within it like the Digu Bhairava temple.The temple itself is of a three-falsehood which has amusingly impressive hanging Pataas. It also has a column in front of it, which has a beautiful representation of a peacock. There were more peacocks in its tier corners. But they all were stolen, leaving one among them.That s why it was once sealed with strong iron bars including the Balkumari temple. But now, the iron bars have been removed and the temple is in its initial face."
607,Krishna Mandir Sundhara ,27.669725335264,85.3278515674174,Nepal,Lalitpur, Religious Site,krishna mandir sunhara.
608,Tago Chibha,27.6683576503029,85.3270579688251,Nepal,Lalitpur, Religious Site,Tago Chibha.
609,Sankata Marga Mandir Parisar,27.6900538969903,85.3094127215445,Nepal,Lalitpur, Religious Site,sankata marga mandir parisar.
610,Batsaladebi Mandir,27.6539620695348,85.2959218807518,Nepal,Lalitpur, Religious Site,Batsaladebi Mandir.
611,Hasapota Ganesh Mandir,27.680714000175,85.3103069029748,Nepal,Lalitpur, Religious Site,"Housed along the road from Jhamiskhel to Bakundol, the Hasapota Ganesh Temple stands as a beacon of devotion and history. This sacred shrine, established during the illustrious Malla era, venerates Ganesh as one of the principal deities of the Newars. With its statue facing the west, it symbolizes an ancient connection to the spiritual and temporal realms.

The chronicles of its renovation are meticulously inscribed on the right side of the temple. You will find inscriptions recounting restorations from the years 2001 B.S. and 2033 B.S. The temple's current incarnation owes its existence to the Hasapota Ganesh Dharmik Byabasta Samiti, who rebuilt it with reverence in 2075 B.S.

A myth whispers through the ages, telling of a saint from Lhasa who meditated deeply at this site, dreaming of constructing the ""Hasapota Palace."" His untimely death left his vision unfulfilled, but his devotion transformed the place into a revered sanctuary known as ""Lhasa Hasapota."" Over time, this name evolved, giving the temple its current identity. This tale hints at a historical reverence among Buddhists, adding a rich layer to its spiritual tapestry.

Remnants of the Lichchhavi era still linger in the temple's precincts. Here idols of Nawadurga and a sacred Shiva Linga find their home. Behind the temple, an artistic Sattal structure stands as a testament to the architectural beauty of the past. On the right, a complex dedicated to religious bhajans invites devotees to lose themselves in melodic worship.

Among the many rituals and festivals celebrated here, the Dipankar Yatra stands out. The festival is primarily a part of Hiranyabarna Mahabihar. However, it weaves together the vibrant tapestry of the culture of both Hiranyabarna Mahabihar and Hasapota Ganesh Temple.

This temple, steeped in myth and history, stands as a symbol of unwavering devotion, a bridge between the past and present. It is a sacred space where the divine continues to inspire and uplift all who enter its hallowed grounds.


Written/Compiled by: Apekshya Khanal

References:
https://lmcityward3.com/sampada

"
612,Debsthal Dakshinkali Mandir,27.6388410609933,85.3420484997332,Nepal,Lalitpur, Religious Site,Debsthal Dakshinkali Mandir.
613,Triswambhu Chaitya,27.6505123363804,85.3175840713084,Nepal,Duniya Danda Chok, Monument,Truswambhu Chaitya.
