,index,ID,Name,Category,City,Country,Latitude,Longitude,Description,Entry_Time,Fee,Visit_Time
48,50,51,The existence of Laxmi Narayan temple in Dattatraya Square,Heritage Site,Unknown,Nepal,27.673637,85.434959,"There are so many Narayan temples within the Bhaktapur Nagar. So that people often get confused about the names of the temples. However, the places and their architecture, distinguish them from each other. The Laxmi Narayan temple stands out as the most unique Narayan temple in the Bhaktapur Nagar. 
Location wise, the Laxmi Narayan temple lies on the premises of Dattatreya Square. That, in the northern arena of the square.
Though this temple was erected in the 18th century, it still bears to stand in between us.
Architecturally, it is made off of multiple roofs. Which is more likely the traditional roofing style of Nepal. Although it is made in a traditional format, it still has some uniqueness. More than any other temple which seems similar to traditional architecture.
Moreover, on the other hand, this tiny heritage site is also a fine example of wood adeptness. One can observe the very well wood carvings in its entrances and torans.
Plus, there is a pair of lions too, in front of its entrance. That generally symbolizes the temple of Devi and the attending vehicles of Mahalaxmi. Since the temple is honoured to both Laxmi and Narayan, the statues of lions were established there. While the entrances are filled with carvings of snakes too.
Furthermore, the Laxminarayan temple is blessed with the pristine image of Laxmiarayan. But that doesn’t mean there are two statues of the deities i.e Laxmi and Narayan.
Instead, there is only one image which generally is of a combined form of Laxmi and Narayan. If you take an attentive look at the statue, then you realize it. That the statue actually has two different figures as well as bearings.",Not Available,0,Not Available
49,51,52,Bhimsen temple of Bhaktapur,Heritage Site,Unknown,Nepal,27.673457,85.4348,"There are still several temples and heritage sites in Bhaktapur which has no evidence of their existence. Yet, they are standing in front of us. But, its history is somewhere else. No one accurately knows about them. In those dusting and busts of the city, the erection of the Bhimsen temple also got faded.
Somehow, the archaeologists presume, it was erected in 1605 CE. While some other sources dated it back to the 18th century.
This two-floored rectangular pagoda, the temple of Lord Bhimsen is located right in front of the Dattatreya Temple within the premises of Dattatrya square. Plus, it was renovated lately in the year 2018. However, it is standing in its initial structure until now. As the name of the temple assumes, it is the temple of lord Bhimsen.
The Bhimsen temple is often called Bhisindyo or Bhindyo by the local people.
This Bhimsen temple is extraordinarily large in length unlike any other temple in Bhaktapur. Plus, there are 7 pinnacles crowning in the tiny and pretended tier of the temple.
The windows, doors, and struts alike are filled with beautiful carvings. For instance, the temple is not only blessed with the Bhimsen but also with the statue of Draupati. Here, Draupati is one of the main characters of Mahabharata, who was also the wife of Panch Pandava.
Adding more, the ground floor of its looks like a resting place. Since it is open to everyone and has nothing except a big space. Within the same series, there is a doorway guarded by two stone images. Ultimately, that portal guides to the main temple of Bhimsen.
About the Lord Bhimsen
Bhimsen is a god with a red face, angry eyes, and a thick dark moustache. He is worshipped as the god of trade and commerce. Perhaps, because of that, every household has had its portrait, especially in the shops. They believe that the praying of Lord Bhimsen would bring good fortune and success in business.
Bhimsen
Usually, the local people come and worship in the temple but the traders often come on Saturday to do worship. It seems Saturday is one special day to worship Bhimsen. Besides that, the bhimsen is worshipped especially on Holi Purnima and Yomari Purnima.
Bhimsen pokhari of Bhaktapur
With the temple, a conduit is attached, right to its back. That is a conduit but for some unknown reason, it is also called a pond. That’s why that conduit along with the assumed pond is called Bhimsen pokhari.
Meanwhile, some shreds of evidence show up as the conduit made in the lichhavi period. The northern, as well as the southern steps, still have some sort of carving evidence.  That mentioned the name of some, of the then rulers of Bhaktapur like Raya Malla, Ram Malla, Rana Malla, and Bhim Malla. It was placed during its renovation.
With that, different classic statues like the statue of Narayan with four hands, Chandra, Surya, Ganesh, and some others are also established over there. Similarly, as the attraction, the conduit itself beholds the antique beauty.
The carvings relating to the crocodiles and torans giving shelter to the statue of Narayan above the sunken look so impressive.",Not Available,0,Not Available
50,52,53,Til Madhav Narayan Temple,Heritage Site,Unknown,Nepal,27.670725,85.429304,"Apart from researchers, it would be amazing if anyone in this generation is aware of the Til Madhav Narayan Temple.
OUTLINES OF CONTENTS
Til Madhav Narayan
Til Madhav Narayan, the deity who blesses the devotees with children
About the emergence of Til Madhav Narayan
The temple of Til Madhav Narayan is one of the most important temples of Nepal, as it is one of Nepal’s oldest temples, dating back to 238 N.S. (1118 A.D). Even yet, it manages to stand straight in a good position between us.
The temple is located just in front of the Nyatapola Temple, in the southern arena. However, it is hidden behind a wall of houses. You can enter the courtyard where the temple has been residing through one narrow open doorway.
Til Madhav Narayan Temple
PC: bhaktapur.com/ Prashant Prajapati
Til Madhav Narayan
Til Madhav Narayan is one of Lord Vishnu’s incarnations. Even if no one could enter the temple, the statue of Garuda, conch and wheel confirmed the presence of the deity. There is also Lord Natyeshwor, who is supposed to have been established there to protect Til Madhav Narayan.
According to the temple priest, the depiction of Til Madhav Narayan differs greatly from other renderings of Narayan. He explained that this statue only has three hands. Another restriction is that no worshipers are permitted to visit the shrine or even see the Lord Narayan statue.
And, yes, photography is not permitted inside the temple.
The temple is open from 4 a.m. to 8 p.m. During this period, the priest performs Nitya puja at around 5:30 a.m. and Sandhya Aarati at 5 p.m.
Furthermore, Til Madhav Narayan’s idol is also worshipped as Janai Dharan Narayan, who is said to be untouchable by the girls.
Til Madhav Narayan, the deity who blesses the devotees with children
A courtyard, in addition to the temple, is considered sacred by Bhaktapurians. Because Ihi, one of the most essential rituals of every newa girl, was sometimes performed there.
In addition, on important occasions, devotees from faraway regions such as Pharping and Panauti come here in the hope that the Lord may grant their wishes. According to the temple priest, if anybody obtains the clarified butter (Ghee) of the naval of the Til Madhav Narayan on the fourth day of the Magh, his/her request is granted.
It is a local belief.
On the day of Maghe Sankranti, the statue of Til Madhav Narayan is immersed in clarified butter and presented to worshippers after four days. It is often held that God fills the laps of individuals with children who are experiencing difficulties with childlessness.
As a result, it is also revered as the deity that bestows offspring on followers.
About the emergence of Til Madhav Narayan
According to legend, even after selling tons of sesame seeds, one trader noticed that he had many more sesame seeds than he should have, and it wasn’t even close to being finished. There he discovered the image of Til Madhav Narayan.
Since then, devotees have offered Sesame seeds (Til) to the deity on the day of Maghe Sankranti every year. In addition, the god is worshipped on the days of Janai Purnima and the Madhav Narayan Festival in Bhaktapur.",Not Available,0,Not Available
51,53,54,Kileshwor Mahadev Temple,Heritage Site,Unknown,Nepal,27.716386,85.428078,"This tiny and two-storeyed temple on the premises of the Changu courtyard is called Kileshwor Mahadev Temple. People often call this temple the temple of Pasupatinath.
There is a shared belief that the lord Shiva gets settled over there to protect the hill. As the Changu Narayan temple, this temple also seems quite old and full of art and architecture. The struts behind the windows, and the upper section of the windows, show what a picturesque temple is.
The image of Umamaheshwor at Kileshwor temple PC: rockaroundtheworld
Moreover, the duplicate structure of this temple was made during the World Wood day 2016 celebrations in Nepal.  You can find the videos of it on youtube too. It says it took 9 days to complete it. With the resources of 531 timber pieces, 422 joints, and 7 tons of reclaimed sal wood.",Not Available,0,Not Available
52,54,55,Chinna Masta Temple,Heritage Site,Unknown,Nepal,27.716229,85.42796,"The Chinna Masta temple is completely dedicated to Chinna Masta Devi. The Changu’s inhabitants honour her as a local manifestation of Goddess Kali. She is thought to have existed before ancient times.
She accepted sacrifices since she is a tantric goddess. However, she is valued because of her sacrifice. According to legend, she decapitated herself in order to feed the ravenous Dakini and Varnini.
The Goddess of Chinna Masta
Almost every image of her shows that epigraphic story, where she retains her head in one hand. And, scimitar on the other hand. Plus, three spurts of blood mounting out from her neck and feeding Dakini, Varnini, and herself that blood.
This temple, over in the courtyard of Changu Narayan Temple has a single glided roof. And, in front of it, there are two miniature taleju bells. Moreover, it has two flags as well as guardians on both sides of the doors. The temple lies in the southeast corner of the courtyard.",Not Available,0,Not Available
53,55,56,Balkumari Temple of Thimi,Heritage Site,Unknown,Nepal,27.675718,85.385297,"Balkumari of Madhyapur Thimi is worshipped as one of the four kumaris of Kathmandu Valley. The local people praise her as their guardian deity. They also perform their livelihood ceremonies like marriage, and Barthabandha over there.
OUTLINES OF CONTENTS
The legends about the Balkumari temple
Balkumari temple and the biska jatra
How to get there?
The Balkumari temple has a brick-paved rectangular courtyard. Also, the minor and major deities within it like the Digu Bhairava temple.
The temple itself is of a three-falsehood which has amusingly impressive hanging Pataas. It also has a column in front of it, which has a beautiful representation of a peacock. There were more peacocks in its tier corners. But they all were stolen, leaving one among them.
patah of Balkumari temple
That’s why it was once sealed with strong iron bars including the Balkumari temple. But now, the iron bars have been removed and the temple is in its initial face.
peacock on the roof of Balkumari temple
The legends about the Balkumari temple
The temple has a long story, nearly dating back to the 17th century. Of course, cause the temple was established at that time. The legends say that a merchant of Madhyapur usually went to Lubu for trading purposes along with his group. But he somehow fell in love with the princess of the Lubu and vice versa.
Soon, the princess also got pregnant. For that reason, she asked the merchant to take her away with him to the thimi. The merchant happily accepted her proposal but at the same time, he put a condition too.
The condition was that if she wanted to come to thimi with him, she must bring the balkumari with her.
That the princess also happily accepted and brought the deity to the thimi. From that time, the deity was permanently shifted to thimi.
Plus, there is a womb-like structure right above the idol of the deity. That, in some way, justifies the story of shifting the deity by the pregnant woman.
Balkumari temple and the biska jatra
BALKUMARI TEMPLE
PC: KTM guide
The Balkumari temple became a course of titling and tattling when it came to the Biska Jatra. Yes, because this temple is foremost related to the vermilion festival, ordinarily known as Sindur Jatra. The jatra initially starts from this temple. But her chariot is not rounded to the whole city as other chariots do.
Her chariot is taken up to the temple of Prachanda Bhairva. Since it is believed that the ancient thimi was bordered that place in the north.
How to get there?
The temple is not a challenging place to reach instead it is truly quick to reach there. Half an hour of a taxi ride drops you at the entrance of the temple from Baagbazaar. Alternatively, if you choose to ride a local bus, then it might take around 45 minutes of time to reach thimi.
The Naya thimi, the bus conductor as well as the locals call the place Naya Thimi. From where you have to walk for exactly 5 minutes. There, on your left-hand side, on your second turn, you would find the temple.",Not Available,0,Not Available
54,56,57,National Art Museum,Heritage Site,Unknown,Nepal,27.672217,85.42848,"The national art museum of Bhaktapur is one of the best acquisition hubs of medieval as well as the lichhavi art and history. That was a former palace then named Simhadhwaka Durbar. For the reason of having an image of a pair of stone lions.
OUTLINES OF CONTENTS
The ground floor of the National Art Museum
The first floor of the National Art Museum
Some extra notes
King Bhupatindra Malla erected it in 1698 A.D. Also, picturesque it as Malatichwok. But locals prefer to call it Simhadhwoka layaku rather than Malatichwok. Later, in 1960, the Government of Nepal and the Department of Archaeology set it up as the National Art Gallery.
The National Art Museum was inaugurated by Bishwesvar Prasad Koirala. He was Nepali Congress Supreme and the very first elected prime minister of Nepal.
Consequently, this museum is the best among the three museums of Bhaktapur. You can easily find this place, once you enter the Bhaktapur Durbar Square. The two stone images of lions pleasantly embrace you.
Simhadhwaka durbar
Along with that, another stone sculpture of Hanumanta-Bhairav and Nar-Shima also shows you the way toward the museum.
Statue of Hanumante Bhairava
Statue of Narshima
Notwithstanding, this museum has a small acquisition. But, it has a good collection of manuscripts and chronicles, which date back to the 11th century. Similarly, it is the home of ancient Paubha Scroll paintings, tantric cloth paintings. Also, the artefacts of bronze, brass, stone, and wooden images.
This architecture is not in its fundamental shape after the devastating earthquake of 1934 A.D. Yet, was also harmed in the quake of 2015. But, it is protecting a lot of unique discoveries in it. That includes the stone varieties on its ground floor.
The ground floor of the National Art Museum
As you enter the National Art Museum, you would find a counter where you have to pay and take the tickets. Advantageously, you won’t need to buy tickets for another two museums of Bhaktapur ( wood carving museum and the brass and bronze museum), once you buy one over there.
The tour of the Museum starts with the masks of Nava Durga, the most prestigious deities of the Bhaktapur, and the statue of four-handed Ganesha. Along with that, you can notice some stone inscriptions on your right-hand side.
The next room separated by a door somehow offers you more than the old inscriptions and masks. You would encounter the four-faced shivaling and other reverse statues of Surya, Kubera, Vishnu, Ardhanareshwor, Tara, Laxmi Narayan, and many more.
With that, this floor displays the most erotic paintings of god and goddess, specially dedicated to the Bhairava and his shakti. The description regarding those paintings says that the bhairava over here is shown in an extensive system of yogic union with his shakti, Bhairavi.
Simply looking at these paintings, one can see them engaging in sexual posture but the philosophy of such posture is quite different from what one sees through eyes. Those postures depict the tangible expression of the metaphysical concept that salvation results from the yogic union of the male and female organs.
However, there is one more image consisting of Mahasambhara that portrays the Mahasambhara, one of the popular deities of the Vajrayana cult of Buddhism in his extensive system of Yogic union with his shakti, Bajrabarahi.
The first floor of the National Art Museum
The very first floor of the National Art Museum is filled with paintings of different eras. And, it has an all-embracing paintings collection of airbrushing Vasundhara, Ganesh Shakti, Mahisa Sambhara, Vajra Yogini, Asta Bhairava with their shakti, and Shiva. It also has the classic paintings of Krishna Leela and Madhukaitavabadha.
The images of various kings and princes after King Prithi Narayan Shah are also depicted over there. The very first thing that you would notice over there is those immense memories of the kings.
Furthermore, the stage has centuries-old written inscriptions which apparently make us wonder and think about the inventions of that era. On top of that, the handwriting is super good.
Some extra notes
You can buy books related to paintings, woodcarvings, brass, and bronze over there. But the cost differs for Nepalese citizens and foreigners.
  Books For Nepalese For Foreigners
Thankas and paintings Rs.750 Rs.1000
Kasthakala (about the woodcarving)-written in Nepali Rs.450
Dhatukala (about the brass and bronze)-written in Nepali Rs.350
Kalakriti vivaran-written in Nepali Rs.600
You need to pay a little amount to enter there. You can check out the entry fee of other heritages sites of Nepal at the following link. Entry fees of the Heritage sites.
Sites Non-SAARC Nationals  SAARC nationals  Chinese Nationals Nepalese Remarks
National Art Museum Rs.150
(Normal Camera-100)
(Movie Camera-200)
Rs.50
(Normal Camera-50)
(Movie Camera-100)
Rs.150
(Normal Camera-100)
(Movie Camera-200)
Rs.25
(Normal Camera-50)
(Movie Camera-100)
Rs.10 for the students
Includes admission to the woodcarving museum as well as brass and bronze museum.",Not Available,0,Not Available
55,57,58,Badrinath temple,Heritage Site,Unknown,Nepal,27.672046,85.427455,"Badrinath temple is a 17th old century temple. It postured itself within Nepalese traditional roofing style.  That makes this temple more unique than others.
By the sequence, King Bhupatindra Malla erected that temple. That was of the shikhara style. Unfortunately, the devastating earthquake of 1990B.S. turned this temple into a Nepalese roofing style temple.
It sounds quite weird. But another devastating earthquake of April 2015 brought this temple in its real posture. Today, the temple is again in the same shape. Yes, it is in the shikhara style as it was originally built.
Moreover, the most valuable thing, that this temple consists of is the statue of the Harihar. It is a combining form of lord shiva and Vishnu. That people call Badri Narayan or Badrinath. That then turns out to be the name of this temple.
Consequently, as the Badrinath temple. Most of the people know this temple as one of the pilgrimages of char Dham temples too.",Not Available,0,Not Available
56,58,59,Kedarnath temple,Heritage Site,Unknown,Nepal,27.671913,85.427895,"The Kedarnath temple look-alike like the Badrinath Temple since both of them are made in terracotta form. The temple is called Kedarnath because of the statue of Kedaraeshwor that is established in the phallus of the temple.
This 17th-century temple is so eye-satisfying. Through which’s an eastern pedestal, you can observe the entire durbar area along with the rest house and temple of Vatsala Durga Temple. While from the western or the front pedestal of the temple, you can have a glimpse of the entire char Dham temple.
There are a total of five pinnacles in the temple including four sub-pinnacles. And, architecturally, they all turn in four directions. Despite that, it looks so splendid, of course, with the statues of lord shiva in it.
The stone pillars also seem fascinating with imaginative carvings.
The most dynamic king of the Malla era, King Bhupatindra Malla erected this temple. 
 ",Not Available,0,Not Available
57,59,60,Rameshwor temple,Heritage Site,Unknown,Nepal,27.672174,85.427471,"Out of the four temples of Chardham temples, one is the Rameshwar temple. It is an open temple that stands with four artistic stone pillars. Somehow, this shiva temple tends to be called Rameshwar because of a darn.
The darn says that the initial Rameshwor temple was established by Lord Ram.  For that reason, people call this temple as Rameshwar Mahadev temple but ultimately, yes, it’s a shiva temple. Well, the Rameshwar temple of Bhaktapur is just a replica of the initial one that is in south India.
Consequently, this temple lies right in front of the Gopinath temple. While you enter from the west entrance to the durbar square, you can find this temple on your right-hand side.
The artistic king of the Malla era, King Bhupatindra Malla is credited for such beautiful work.
The shivaling of Jalhari and roof like backflipped lotus made this temple more elegant. There are no walls at all. So you can easily take a glimpse of the shivaling of the temple.",Not Available,0,Not Available
58,60,61,Radhakrishna temple,Heritage Site,Unknown,Nepal,27.672074,85.427638,"Within the premises of Bhaktapur durbar square, you can encounter different types of temples. Among them, the very first pagoda styled temple which you will encounter, while entering from the western gate to the Bhaktapur durbar square will be the Radhakrishna temple.
Yes, the temple is one of the best examples of spectacular wood carvings which you can observe on the doors and windows of the temple. The temple is one which is made out in traditional Nepalese style among Char Dham temples of Bhaktapur Durbar Square.
Also, the struts, are filled with the images of incarnations of Lord Vishnu and other deities. That makes this temple more refined and elegant.
This temple is popular as the Radhakrishna temple but alternatively, also recognizes under the name of Gopinath temple. Furthermore, This temple is also famous as the dwarikanath temple because of a statue established inside this temple.
The statue established inside the temple is of Lord Krishna. That seems more artistic and admiring. Not only the statue of Lord Krishna but also the statue of Balram and Radha are beautifully placed over there.
There is a guarding image of two stone lions and a standing pillar in front of the temple, which consists of a garuda image on its top. ",Not Available,0,Not Available
59,61,62,Jagannath temple,Heritage Site,Unknown,Nepal,27.6721,85.4281,"The ancient evidence says that King Bhupatindra Malla is responsible for the erection of the Chardham temples of Bhaktapur. Along with the Jagannath temple, he also commenced the Badrinath temple, Kedarnath temple, and Rameshwar temple.
Yes, however, this Jagannath temple consists of a place among char Dham temples.
The current temple of Jagannath seems quite ordinary covered with a tin roof.  This one-story temple was three times bigger and of two stories on its erection. The ruinous earthquake of 1934 A.D. somehow spectacularly affects the physical appearance of this temple.
Nowadays, we can see a simple architecture assembled over there. So, it can protect the beautiful wood sculptures of Lord Krishna, Balaram, and Subhadra, erected inside the temple.
Image of Jagannath
The Jagana God Jatra
This, Jagana God Jatra is a very minor jatra of Bhaktapur. That is not forgotten continuously now. According to the events of the lunar year, this event falls on the second day of Dillathwa.
Yonder, dillathwa means the starting days of the ninth month, as of the Nepal sambat. On the occasion of the day, the statue of Jagannath is worshipped by its Pujari. That, with a special ritual. Meanwhile, a small group of people carries away the diety to roam the city.",Not Available,0,Not Available
60,62,63,Chyasalin mandap,Heritage Site,Unknown,Nepal,27.671989,85.428588,"The octangular Chyasalin mandap pavilion is not a temple, despite the fact that most people mistake it for one.
Despite the fact that it is only a pavilion, it is one of the most stunning constructions of the Malla era. The kings of Bhaktapur, however, were not responsible for its construction. The entire credit goes to King Srinivas Malla, the then-King of Lalitpur who erected it as a sign of friendship.
Aside from that, there is an intriguing story concerning the Chyasalin mandap’s construction, which explains why it was built between the Pashupatinath temple and the 55-window palace. There is a Hindu concept that one should not live in front of the glorious deity.
And living directly in front of the Pashupatinath shrine was bad for both the king and the kingdom. Thus, Chyasalin Mandap is reported to be built in between them to avoid the temple’s powerful aurora from directly striking the palace.
This venue once was also a popular choice for the poetry contest. According to published knowledge, King Bhupatindra Malla and his consort once held a poetry competition at this spot.
This pavilion was also used to welcome royal guests, observe festivals, and enjoy the breathtaking sunset views.
Unfortunately, it was destroyed by the catastrophic earthquake of 1934 A.D. and lost its original form. Later, in 1992 A.D., the German architects graciously reinstall this covering at its original speed. They used steel and the ruins of the old chyasalin mandap there. As a result, it was completely impervious to the April 2015 earthquake.",Not Available,0,Not Available
61,63,64,Lanpadegal,Heritage Site,Unknown,Nepal,27.672027,85.429012,"Lanpadegal is a representation of two monolith lions posing in front of Phashidegal. Yes, these are the shielders that allow you to ride in them and take selfies with the Bhaktapur Durbar Square as your backdrop.
Meaning of Lanpadegal
Coming to the lanpadegal, lanpadegal is the local name of those stone lions. Meanwhile, People started calling those stone lions lanpadegal. Because it stands as an obstruction in the road.
The lanpadegal consists of three newari words. Lan, pa, and dega ( degal). That means road, obstruction, and temple respectively. Therefore, people know this temple as a temple bothering the road. According to this, lanpadegal became the name of this site.
Lanpadegal, before the quake
There was a lovely three-story pagoda-style temple with an outstandingly artistic Harihar statue. According to legend, there were three Harihar temples within the durbar square, and this temple was one of them.
Aside from that, we are grateful that Harihar’s statue has been saved. It is now on display at the National Art Museum. And, those magnificent lions were established in front of the temple before the catastrophic earthquake of 1934 AD occurred in Nepal. Unfortunately, during the tragic earthquake of 1934 AD, that temple fell and was never rebuilt.
Nevertheless, you still can have a glimpse of stone-carved statues of lions as a chunk of that off-course temple.",Not Available,0,Not Available
62,64,65,Silu Mahadev,Heritage Site,Unknown,Nepal,27.672402,85.429017,"Silu Mahadev is tallest temple of Bhaktapur durbar square. Devotees of Shiva worship this temple. Yet, most of the people call this temple Phasidega or Phasidegal rather than Silu Mahadev. Of course, due to the reason for its pumpkin-like architecture.
Moreover, this shikhara style temple stands right in the northeast corner of the 55 window palace. You can easily get that temple while you enter out from Bhaktapur durbar square to the east.
Also, the established guarding stones will help you to identify that temple. Those guarding stones include a pair of elephants, lions, and bulls. Somehow, these standing monoliths in front of this dome-like temple made you pass its five-layer platforms.
People believed that those five layers of platforms might be the symbol of Pancha Maha Preta. The Pancha Maha Preta include Rudra, ishwor, Vishnu, Brahma, and Sadashiv. The temple is blessed with the Shiva linga which was a mystery until the quake of 2015.
History says that during the reign of king Jitamitra Malla this temple came into existence. Although there is a want of resources about the erection of this temple. 
Silu Mahadev, after the earthquake of 2015
After the devastating earthquake of April 2015. That earthquake turned the temple into a plain space. Well, this is also a fact about this temple. That it was the least harmed temple of 1934’s earthquake among the structures of Bhaktapur durbar square.
But drastically, the earthquake made out some changes in the structure of that temple. Also, it holds a little damage to its pinnacle. And for now, it is in the under-construction process.",Not Available,0,Not Available
63,65,66,Taleju bell ( Tagoun Ghan),Heritage Site,Unknown,Nepal,27.672008,85.428411,"The durbar square is a package of surprises, wherein every single step you find an alien creation. The giant bell in front of the golden gate is one among them.
The taleju bell is a symbol of devotion toward the goddess taleju, who is stoked inside the royal palace. It is said that the bell is rung during the worship of the goddess taleju.
The big bell is hung in an open platform above the four stone pillars. Factually, you can have a close glimpse of the statue of king bhupatindra Malla and the durbar area from that open platform.
Nevertheless, this enormous and astounding bell is one’s pennyworth of  King Ranjit Malla. The inscription mentioned on that bell authenticates that it commenced on Thursday, 6 January 1737 AD.
So, don’t miss out on a chance to take advantage of this beautiful creation, while you are in Bhaktapur.",Not Available,0,Not Available
64,66,67,Layekuhiti ( Sunken hiti),Heritage Site,Unknown,Nepal,27.671932,85.428566,"Along with the temples and palaces, there is a magnificent stone spout named Layekuhiti in Bhaktapur durbar plaza. Layekuhit literally translates to the palace’s stone conduit.
It is stated that the conduit was created to facilitate water for the prayers of adjacent temples, notably Taleju Bhawani, the supreme god of the Malla dynasty. (Taleju temple is located in the palace’s inner courtyard, where non-Hindus are not permitted.)
Aside from its religious significance, the conduit is best recognized for its stunning stone sculptures and carvings. The mouths of conduits are engraved with crocodile and frog-like creatures. Above the water conduit, there is also a tantric image of five-faced bhairava and shakti.
King Bhupatindra Malla is claimed to have repaired this water conduit. Due to a lack of funding, its erection remained a mystery. As a basis, it is assumed that this hiti was already in place while the Yaksheswor temple was being built.
The tap, on the other hand, no longer strained the water. However, it was formerly a popular supply of drinking water for both visitors and pedestrians too.",Not Available,0,Not Available
65,67,68,Changu Narayan temple,Heritage Site,Unknown,Nepal,27.716357,85.427949,"Bhaktapur, commonly known as the “city of worshippers,” is also known as the “city of temples.” Among those various numbers of temples, Changunarayan Temple, without a doubt, is an epic specimen of art and architecture from the Lichhavi time period. It is also titled the oldest temple in Nepal.
Changu Narayan temple
This two-story Vishnu temple is claimed to be built in neither pagoda nor shikhara style. However, it is in the pagoda style. This traditional Nepali-styled temple preserves the history of the lichhavi dynasty to the present day.
In addition, it was designated a UNESCO World Heritage Site in 1979, along with the Bhaktapur Durbar Square.
This famous shrine is located at the peak of Bhaktapur, a northern hill station. In terms of distance, it is around 7 miles from Kathmandu. The inscriptions and sculptures discovered in this temple are considered to be the oldest, dating back to 464 C.E. Thus, it is assumed to be established by King Manadeva, one of the greatest monarchs of the lichhavi kingdom.
The temple’s structure includes four doorways, one facing each direction. All of the entrances are guarded by a pair of lions, sarabhas, gryphons, and elephants on either side.
Stone images of elephant at Changu Narayan temple
The temple’s main entrance (western gate) is an exquisite wedge adorned with serpent decorations. Not only the gates but also the struts are covered in intricate wood carvings. The carvings of Lord Vishnu’s eleven avatars and other deities are purely a visual diversion.
An image of Narsimha at the struts of Changu Narayan temple
Within the premises of Changu Narayan Temple
The Changu Narayan Temple itself comes into the premises of Changu Narayan Temple, at most prime. Then comes the Chinna Masta Temple, which has the sacred deity, Chinna Masta in it. Similarly, in the same row of Chinna Masta Temple, there is another beautiful but tiny one, the Kileshwor Mahadev temple.
Chinna Masta Temple
It is small though but has the most beautiful engraved struts.
Kileshwor temple of Changu
With these magnificent beauties, it has a lot of stone images of Lord Vishnu. And, foremost almost all of them were carved in the 6th or 7th centuries. Where they all depict a different story and incarnations of Lord Vishnu.
Narshima-Changu Narayan Temple
The statue of Vishnu Vikrant, Narshima, Vaikuntha Vishnu, and Vishworup. Plus, Shridhar Vishnu, Garuda Narayan, or Chanda Narayan, Statue of King Bhupalendra Malla and Queen Bhuvan Laxmi. These statues are simply gratifying the space of Changu.
According to the evidence, King Bhupatindra Malla was also involved in the renovation of the Changu Narayan temple.
Nonetheless, it has practically all of Lord Vishnu’s faces on its premises. And, yes, there is a rest stop on the corner.",Not Available,0,Not Available
66,68,69,Bhairavanath temple,Heritage Site,Unknown,Nepal,27.671039,85.42952,"Bhairavanath temple is one sacred temple of Bhaktapur that lies at the central square of Bhaktapur, Taumadhi Square. This temple devoted to lord bhairava is one of the rectangular based temples of Bhaktapur. One could easily recognize this temple as it lies right behind the giant Nyatapola temple.
The Bhairavanath established in this temple is a formidable incarnation of lord shiva, who also prefers to name Kasi Vishwanath and Aakash bhairava. He is somehow famous for his obstreperous and stubborn character. 
Renovative history of Bhairavanath Temple
The shreds of evidence say that the temple was first inaugurated by King Ananda Deva in the 13th century. However, that area, before the establishment of the temple was already popular for the Shaivism pilgrims. It was well known as Lalitmaheshwor. Regarding which there are inscriptions found in the temple.
But, it was definitely not triple-roofed, then. During the reign of King Vishwa Malla, the temple was gracefully restored in a one-storeyed temple.
After, King Jagatjyoti Malla decorated it with golden roofs.
Likewise, in N.S. 788, King Jagat Prakash Malla established his own image along with his minister Chandrashekhar in the temple while having a grand worshipping.
Later on, King Bhupatindra Malla modified it into a triple roofed temple at around N.S. 837-38 (1718 AD) and added the seven golden pinnacles in it. (Renovation of Bhairavanath temple, Bhaktapur Municipality)
The reconstruction took time after the engineering of the Nyatapola temple.
Know more about the Malla kings of Bhaktapur.
By worse luck, the devasting earthquake of 1934AD collapsed it.  And optimistically reassembled in the same structure. The ruinous earthquake of April 2015 again, made this temple renovated. It also destroyed the tiny way, passing through the betal temple. That ultimately leads toward the interior part of the Bhairavanath temple.
The anecdote about Bhairavanath
With a renovative history, this temple also owns an interesting anecdote, passed orally by our ancestors. According to this, the lord bhairava of Varanasi once visited Bhaktapur to see bisket jatra.
Bisket jatra is one of the biggest jatras of the newar people. During the festival, the lord Bhairava somehow was recognized by a priest and he just cast a decoy spell on him. 
As a quick reaction, he started to sink into the terra firma to go back to Varanasi. But the priest didn’t let him go. As if, he grabs the head of Bhairava in his hand and decollates him with his sword. That’s why people say that the head doesn’t match the body of Kasi Vishwanath. It is also believed that the head is still treasured in a box of this temple.",Not Available,0,Not Available
